usr1,usr2
186270,438326
516819,6119599
405590,539015
359482,932135
915191,4435835
600122,7496333
2169738,4724924
47664,627271
916926,6808752
146648,3481577
156320,1695030
938549,1402639
2300789,6634170
1231495,5714991
368741,3203536
986847,2688004
402967,3828843
1372282,4724924
2502438,7039321
209803,4435835
46271,544704
68636,146648
33841,3427141
288997,986847
209811,505852
396323,1385270
2596435,4769530
85051,3785977
36470,962131
7210,146648
194198,2141080
2300789,5960075
33054,2046995
521120,808866
1014658,1424016
938549,1249940
56154,965006
440039,887375
76946,2141080
63134,302697
316231,1451192
694259,779141
33054,241585
36470,459282
932135,6808752
132665,739796
582168,1695030
232755,2315607
69856,2661032
186270,459282
13217,2223873
98936,3219133
582168,1956315
4447,779141
742786,3744310
125878,440039
64356,1756703
505852,1075084
600122,3700974
399435,2688004
2270968,5902332
125009,4759041
899891,6527694
869990,4424345
87069,316231
1249940,5642707
56748,1145853
52238,690214
883095,2502438
54906,1832244
6171,3003468
2688004,4435835
570900,1962045
435688,3079937
399435,6634170
2818736,6164668
1402639,5516634
288997,521120
136510,2225982
1076044,3219133
402967,2463963
788587,2596435
1548496,4769530
686203,6527694
544704,899891
13743,6184862
194198,2641840
13743,209803
86959,440039
600122,4942353
125878,218869
13743,1548496
1145853,4556198
473,92843
1937524,8343416
125878,3700974
1547483,2169738
460856,1077837
3079937,3282780
779141,2229334
288997,7789569
9211,3785977
1547483,2225982
1249940,2300789
694259,965006
399435,1145853
101455,868924
63134,868924
68636,3079937
368741,6902645
316231,1387211
357940,2277728
156320,1316957
25430,424320
1229358,3219133
1062140,5724228
5043133,5988485
1712598,2170843
396323,8634891
2170843,2404390
101455,1387211
544704,3182384
1402639,2525897
23567,194198
9211,273426
68605,986847
630373,912312
212282,965006
2463963,6164668
1405995,2247283
20707,1419052
2828992,5516634
20707,125878
1758425,2608895
454747,4424345
385822,1714705
132665,7991310
1947676,3700974
2463963,6119599
1424016,7039321
884982,4724924
582168,788587
333886,641255
582168,1798463
357940,1320780
2537610,4759041
434165,2223873
2404390,4759041
1755055,2803008
20707,634955
42843,7039321
278913,440039
232755,1062140
868924,3506284
1118283,1261542
402967,1145853
399435,5902332
473,1419052
52238,2502438
316231,2688004
2075011,6190771
2438710,4724924
1229358,3515929
111461,2646915
516819,2661032
1226674,1758425
1062140,2315607
56762,405590
1144573,6212380
1229358,3011117
1695030,2853693
54161,7496333
690214,5933583
686203,1152071
1379054,2596435
333886,1249940
1261542,6634170
2225982,4759041
334563,3734289
883095,3219133
56748,1379054
402967,631996
136510,357940
868924,3269965
1273177,1956315
111461,1956315
1372282,1514032
25430,938549
932135,5933583
111461,2525897
233976,1226674
86959,808866
92843,2054463
186270,402967
218869,1962045
1376285,1405995
54161,157494
544704,8835479
631996,4435835
111461,4435835
93746,2608895
30863,630373
13217,36470
136510,6551009
1947676,5724228
7261,8726568
2046995,2853693
1513467,7039321
742786,5871937
2247283,6119599
912312,2270968
241585,884982
915191,6551009
473,52790
36470,899891
5714991,7250838
2141080,2661032
68636,3497995
333886,965006
42843,1261542
1261542,3785977
194198,627271
690214,1826001
424320,631996
278913,5934494
399435,3203536
1547483,2223873
92843,1405995
316231,3011117
132665,1364486
869990,2277728
1739,176259
739796,2169738
6171,8639146
2463963,2688004
194198,1316957
87069,1273177
779141,8835479
36233,56748
42843,915191
1405995,5724228
916926,5143989
1451192,3282780
932135,1231495
1547483,4556198
1261542,1937524
1402639,3219133
1754803,7250838
278913,6071306
64356,1014658
402967,503122
887375,1075084
868924,1947676
915191,1798463
359482,4769530
72606,570900
3203536,3219133
1616594,3749329
430086,5934494
3497995,3734289
537571,1836668
1385270,5871937
33054,4250706
2596435,8634891
1671300,2803008
1758425,1962045
132665,1548496
2463963,7991310
273426,634955
1379848,1405995
4447,454747
503122,2502438
1937524,2353363
539015,1714705
1507577,3700974
212282,3219133
136510,454747
582168,5934494
509529,1548496
42843,4759041
587102,630373
2525897,3011117
52790,1547483
2853892,4942353
33841,3744310
916926,1514032
2463963,2661032
932135,2908342
537571,1279493
64356,68605
36233,6202990
52238,1161310
90131,7534116
430086,4424345
176259,1836668
72606,627271
93746,1937524
2054463,2223873
47664,2641840
33841,430086
399435,5960075
932135,5516634
1947676,2054463
887375,5902332
600122,1379848
111461,5714991
9892,1798463
1229358,4435835
136510,316231
1937524,3700974
125009,4868645
57421,1075084
232755,5642707
430086,690214
1714705,2853693
76946,454747
87069,2300789
430086,5902332
54906,82192
7210,1962045
76946,1134263
459282,2853892
915191,1894914
933601,3749329
630373,739796
64356,1376285
85051,7534116
241585,3785977
194198,1836668
742786,779141
33054,884982
690214,4868645
29755,1145853
2229334,4035394
755148,933601
2075011,2277728
52238,459282
932135,3427141
36233,1161310
132665,2223873
54161,1376285
962131,3079937
3481577,7496333
2608895,6212380
424320,6634170
2270968,3577991
357940,4769530
600122,2277728
582168,6808752
209803,3744310
359482,505852
316231,1754803
9892,1385270
3079937,4769530
56762,132665
460856,1144573
232755,1145853
2315607,2661032
1379054,1513467
424320,3785977
792285,2075011
1754803,2803008
302697,630373
56154,3011117
788587,2661032
288997,1145853
54906,2411545
3577991,7789569
690214,1756703
266091,2596435
186270,3828843
146648,2141080
125009,1419052
385822,2908342
133141,2067052
399435,1005107
13743,241585
742786,1514032
1119331,2067052
1947676,2818736
52790,2067052
1005107,1826001
64356,1547483
792285,3003468
33841,241585
333886,368741
405590,3282780
156320,1144573
1548496,2067052
424320,2270968
56762,570900
125878,5714991
1273177,1758425
7210,509529
27266,2169738
157494,694259
64356,938549
13743,1144573
47664,5143989
1754803,2828992
156320,2688004
1134263,2170843
1320780,5902332
1144573,1279493
915191,1273177
537571,1379848
405590,7039321
56154,600122
1451192,3749329
3481577,5143989
156568,711003
36470,368741
620271,7789569
136510,3828843
544704,3203536
156568,1385270
233976,1387211
1712598,1798463
52238,1145853
333886,3506284
1405995,1714705
13743,582168
156320,1912944
55581,1364486
278913,2641840
9211,3700974
399435,1385270
241585,6190771
57421,5043133
47664,7039321
52238,1134263
176259,7991310
938549,3785977
1451192,2353363
7210,136510
36470,582168
90131,3577991
626875,3785977
1372282,2608895
505852,808866
521120,3828843
424320,4035394
868924,1279493
915191,1826001
98936,1424016
30863,69856
27266,2853693
2315607,2646915
46271,72342
72606,792285
359482,1714705
186270,1616594
626875,2277728
23567,1405995
686203,5143989
1671300,2223873
986847,6527694
1145853,2608895
1376285,2537610
3003468,5642707
537571,8726568
42843,3828843
68636,2170843
233976,1419052
72606,1226674
36233,690214
399435,1754803
537571,7991310
136510,2818736
1385270,2270968
2502438,5902332
1962045,2169738
1739,537571
52790,5988485
986847,3734289
600122,3828843
368741,4035394
233976,6071306
434165,933601
405590,1372282
6171,755148
156320,2404390
3497995,4759041
302697,1076044
156568,1320780
1402639,1671300
440039,7250838
157494,241585
887375,6634170
1547483,3828843
2141080,3481577
626875,6634170
25430,1695030
266091,1379848
68605,302697
54161,156320
52238,2828992
6171,4035394
620271,887375
509529,883095
1755055,2170843
186270,189281
2170843,2300789
218869,6212380
333886,788587
2225982,6071306
582168,3011117
440039,742786
156320,2608895
125009,3219133
357940,1279493
600122,1548496
176259,2170843
52238,6184862
424320,1758425
189281,1956315
368741,6190771
503122,932135
101455,2404390
14472,1226674
47664,8343416
2411545,3744310
899891,2537610
176259,2853693
156320,1062140
1513467,7789569
72342,6634170
42843,690214
98936,1894914
54906,1419052
2688004,6071306
132665,3182384
359482,1547483
509529,1756703
9892,1826001
9892,402967
1547483,8634891
2908342,6164668
3011117,5960075
396323,1451192
521120,1372282
288997,430086
405590,600122
3828843,6212380
47664,4035394
46271,2438710
6171,1832244
1947676,3828843
33841,46271
90131,1402639
1754803,2908342
1547483,1756703
68636,627271
333886,2229334
111461,1671300
1226674,6808752
316231,1419052
1947676,8835479
111461,2453479
92843,537571
1405995,1754803
932135,2247283
1229358,6551009
64356,1119331
125009,2641840
82192,2453479
6171,278913
266091,868924
55581,133141
460856,7534116
2646915,8726568
932135,4724924
9892,3785977
29755,587102
4250706,5934494
36470,46271
9892,587102
440039,6527694
82192,3182384
634955,5988485
884982,2067052
47664,396323
1161310,4035394
23567,2803008
4942353,8343416
634955,3079937
6171,63134
1712598,3828843
125878,539015
1832244,5043133
430086,4769530
570900,1424016
288997,5934494
68636,459282
1226674,2277728
111461,208550
146648,6808752
1077837,1516901
47664,1134263
1062140,2661032
4724924,5933583
20707,868924
2075011,4942353
55581,111461
68636,209811
1316957,2463963
537571,3506284
68636,6184862
1229358,5934494
1616594,6119599
2853892,4868645
711003,1075084
72606,1962045
13217,2596435
359482,5724228
185943,4769530
1364486,2463963
2688004,3269965
915191,2046995
13743,36470
711003,5934494
2404390,2502438
868924,3219133
316231,454747
3269965,4942353
157494,3481577
13743,273426
1937524,8726568
986847,2608895
1118283,1826001
357940,912312
56748,1320780
1832244,7789569
3506284,4556198
1372282,3497995
883095,1372282
711003,1754803
185943,2277728
1739,509529
7039321,7250838
1152071,8835479
1316957,1514032
357940,2818736
887375,1547483
157494,4035394
125878,454747
212282,396323
779141,1419052
3515929,6190771
25430,30863
209803,8639146
9211,4556198
30863,7789569
194198,2046995
1419052,2054463
2608895,3219133
194198,5902332
7210,1376285
2661032,4769530
55581,405590
23567,52790
965006,1005107
133141,278913
132665,1758425
505852,1616594
4447,1894914
13743,5988485
85051,1062140
915191,1226674
302697,641255
1372282,8343416
176259,1758425
90131,6212380
316231,5871937
402967,1376285
1145853,5143989
440039,1226674
788587,2300789
1372282,3011117
627271,3515929
20707,711003
1424016,6808752
56748,711003
186270,1062140
884982,1826001
232755,3734289
1754803,5724228
54906,8639146
6171,2075011
1695030,6902645
1712598,8726568
1249940,4769530
125009,2046995
755148,2170843
55581,90131
2688004,7534116
30863,156320
125009,189281
357940,1516901
288997,1134263
503122,1076044
473,2054463
634955,986847
1514032,8726568
54906,630373
1947676,5642707
1261542,1385270
3577991,3828843
125878,2803008
30863,2067052
13217,4424345
1118283,1161310
185943,788587
273426,630373
76946,686203
232755,7991310
63134,2229334
1376285,2315607
537571,899891
57421,2054463
1424016,3011117
1947676,2141080
76946,185943
434165,1832244
1076044,3785977
241585,868924
537571,2315607
544704,6213971
1937524,3828843
1320780,2141080
1514032,2908342
36233,47664
1075084,1405995
302697,986847
359482,2247283
157494,424320
157494,434165
1145853,6164668
424320,570900
1514032,2853693
4556198,4759041
711003,2641840
302697,2054463
136510,962131
3182384,4250706
54906,146648
755148,5933583
5724228,6213971
792285,1249940
1231495,3785977
1912944,6551009
509529,544704
13743,1316957
6634170,8634891
1152071,2608895
1379054,2300789
1379848,4724924
27266,460856
68605,1402639
1507577,2853693
209803,1671300
4424345,6808752
1379848,2803008
56748,620271
459282,5516634
962131,3785977
1754803,3003468
33054,1424016
208550,630373
2661032,5724228
1145853,2404390
194198,4035394
189281,1695030
54161,582168
1798463,2688004
454747,899891
2270968,2853892
1755055,1836668
2525897,3497995
1758425,6551009
1372282,2170843
1005107,2803008
125878,1836668
68605,1372282
56154,3785977
46271,1405995
1548496,2054463
288997,8343416
779141,1756703
1405995,2170843
316231,399435
933601,1161310
90131,2300789
402967,5642707
965006,1548496
938549,1947676
537571,1387211
33841,1826001
1451192,6202990
72606,1514032
582168,2223873
1134263,1695030
9892,194198
399435,1424016
1229358,4250706
3079937,3744310
125009,631996
86959,5934494
435688,2537610
792285,2438710
157494,1231495
1739,4435835
620271,1067313
503122,8835479
136510,1320780
2803008,3003468
212282,933601
14472,4868645
2300789,2315607
4942353,6551009
933601,5933583
739796,1516901
1077837,2525897
627271,1144573
690214,6119599
1261542,2641840
23567,6634170
435688,503122
424320,965006
2353363,3734289
29755,6190771
1962045,7991310
1076044,7789569
1419052,8835479
2537610,5988485
938549,1832244
266091,2608895
435688,8634891
430086,986847
396323,1161310
2046995,5960075
56762,1798463
755148,6184862
435688,1714705
25430,3079937
1316957,5988485
711003,1832244
509529,7534116
2661032,3003468
1376285,1832244
690214,2169738
1695030,3427141
359482,986847
14472,186270
54161,1005107
1894914,2646915
20707,6190771
68605,86959
537571,3700974
1695030,2075011
101455,2438710
1739,64356
125009,6551009
185943,8634891
883095,3734289
156320,1152071
1231495,1671300
90131,1273177
516819,755148
587102,5988485
54161,68605
136510,1754803
3744310,5902332
396323,1826001
33841,4868645
189281,1712598
72606,368741
435688,755148
634955,3744310
47664,5902332
72342,2453479
1226674,4724924
29755,3427141
56748,185943
686203,1547483
57421,4759041
1937524,7250838
912312,1379054
1273177,3744310
194198,899891
13743,3828843
36470,2453479
430086,3269965
72606,90131
396323,1516901
76946,1387211
7261,1279493
46271,690214
2453479,6902645
56762,1249940
883095,2229334
20707,3079937
965006,2141080
87069,2453479
288997,5143989
316231,4724924
3577991,7250838
779141,808866
627271,742786
9211,1144573
1616594,2277728
63134,933601
185943,1912944
86959,1134263
1947676,5960075
2853892,4769530
25430,755148
56762,5043133
2818736,2853892
42843,755148
1962045,2908342
1376285,3003468
539015,630373
157494,440039
915191,5714991
587102,1279493
13743,6213971
1062140,8343416
266091,2537610
57421,915191
600122,6634170
1385270,2463963
2411545,7039321
76946,1798463
1075084,2225982
808866,1451192
1005107,1937524
739796,965006
23567,3749329
4447,266091
986847,4556198
30863,8835479
2608895,4868645
887375,2803008
156320,1279493
218869,3515929
125878,915191
9211,72606
33054,136510
3219133,7534116
25430,544704
57421,521120
1547483,2463963
641255,1547483
185943,8726568
385822,3744310
241585,2300789
273426,516819
739796,1548496
430086,2247283
64356,5902332
56748,1077837
8343416,8634891
357940,8835479
899891,8343416
7261,2315607
473,5871937
2225982,3427141
1516901,2688004
82192,1912944
86959,915191
3011117,3734289
30863,1937524
912312,6808752
459282,2404390
5714991,6634170
808866,5714991
630373,2075011
56762,1451192
1226674,1695030
278913,2908342
85051,2170843
101455,1695030
42843,8639146
302697,5934494
46271,4769530
57421,385822
1376285,5724228
56762,690214
385822,2270968
209803,3011117
368741,1756703
288997,2641840
125009,544704
46271,4942353
1229358,6902645
1826001,5516634
1320780,2169738
2608895,5934494
23567,33841
47664,869990
9211,189281
1014658,1507577
430086,933601
368741,627271
1075084,7039321
57421,3182384
1062140,8726568
13743,1962045
1424016,5714991
1516901,1547483
998313,1226674
430086,1320780
521120,2661032
101455,6808752
521120,587102
36233,3269965
334563,1014658
368741,8634891
405590,711003
316231,686203
868924,3481577
25430,694259
33841,8343416
302697,788587
544704,8639146
68636,1372282
899891,8639146
52238,1962045
132665,493975
359482,1229358
1826001,2502438
1671300,2502438
85051,5143989
101455,2225982
278913,3700974
232755,2463963
125009,1249940
742786,2169738
5143989,5988485
36470,3079937
30863,6808752
630373,634955
1379054,2608895
56154,212282
620271,2411545
509529,3269965
434165,1364486
23567,4435835
54906,1005107
1376285,1912944
176259,630373
587102,755148
1364486,2853693
544704,2411545
7261,316231
241585,6184862
1947676,7250838
3203536,8835479
133141,1364486
454747,1937524
36233,208550
92843,273426
742786,2641840
1513467,4759041
1451192,3219133
4447,52238
133141,792285
85051,5960075
156320,1798463
1387211,1798463
1145853,1379054
87069,5714991
68605,359482
505852,3427141
631996,1826001
278913,6212380
302697,1894914
85051,86959
1229358,7039321
209811,3734289
544704,1076044
544704,1067313
1451192,8343416
883095,2277728
1134263,1372282
2067052,3182384
6164668,7496333
69856,334563
29755,6212380
435688,4769530
883095,1077837
1671300,1714705
932135,1758425
42843,1424016
2300789,5724228
208550,686203
9892,440039
72606,521120
998313,2661032
916926,2853693
36233,1548496
2277728,3182384
232755,1385270
14472,3749329
1385270,2223873
459282,788587
385822,7496333
690214,6202990
92843,8634891
98936,641255
1145853,2438710
42843,1067313
424320,2853892
9892,938549
7261,3785977
503122,2225982
5724228,5934494
3182384,6071306
54906,2223873
3079937,3219133
86959,3700974
23567,47664
209811,634955
742786,4942353
1067313,5714991
440039,1937524
1671300,5642707
194198,2170843
884982,932135
54161,132665
788587,965006
755148,3182384
63134,2353363
1364486,2067052
1372282,1616594
33054,788587
47664,125009
1513467,6634170
146648,1161310
333886,1119331
1758425,3003468
1229358,1372282
626875,1364486
7210,189281
42843,7250838
899891,1005107
185943,357940
333886,587102
694259,2223873
2277728,5714991
1956315,8343416
30863,396323
36233,125878
125878,6527694
779141,938549
742786,1758425
54161,8835479
36470,916926
4447,634955
87069,1231495
33841,1962045
1229358,8343416
136510,634955
87069,185943
232755,1320780
473,1937524
111461,4724924
505852,3515929
6171,359482
2803008,5516634
600122,630373
438326,440039
1067313,3744310
2688004,5934494
916926,2067052
68605,273426
544704,6634170
2170843,3700974
4769530,8343416
64356,1067313
146648,1402639
52790,6527694
5642707,8634891
209803,686203
218869,1912944
52790,690214
440039,1405995
92843,3515929
209811,516819
333886,1513467
186270,2067052
1152071,1316957
64356,620271
1912944,1962045
357940,627271
694259,1379054
1714705,6071306
1077837,3577991
47664,1249940
1402639,2247283
884982,1405995
92843,998313
36233,1249940
54161,1316957
887375,2225982
52238,6527694
912312,6213971
739796,5642707
509529,8835479
3219133,3734289
1513467,5871937
56748,359482
521120,2247283
6071306,6190771
1226674,5516634
189281,630373
459282,1376285
3079937,3577991
1547483,2054463
634955,899891
3269965,6551009
101455,711003
884982,5933583
537571,1405995
54906,3481577
1419052,1962045
333886,1714705
792285,1077837
779141,1364486
7210,56762
1076044,1376285
1758425,2646915
132665,405590
92843,1758425
9892,1548496
1956315,5714991
1076044,3506284
7210,1419052
883095,1014658
111461,5933583
25430,869990
884982,3497995
92843,1226674
1514032,2067052
194198,587102
1671300,2853693
92843,788587
933601,1134263
36233,938549
1014658,5143989
4435835,4868645
1548496,2315607
359482,1062140
933601,1826001
125009,2229334
241585,493975
1755055,6634170
209811,435688
133141,627271
212282,686203
133141,3011117
33054,3700974
232755,2641840
694259,1229358
1005107,1402639
176259,4556198
1962045,3269965
25430,68605
189281,932135
82192,1229358
788587,2046995
87069,6212380
13217,334563
405590,1077837
4447,1229358
1152071,2270968
156568,212282
630373,4424345
998313,6184862
30863,2908342
503122,2438710
4769530,5043133
92843,1947676
359482,630373
539015,1134263
986847,1014658
25430,56748
459282,899891
1739,3515929
29755,87069
1145853,1376285
25430,438326
1379054,3577991
87069,357940
90131,1714705
1376285,2803008
36233,1947676
2596435,4035394
156320,3182384
288997,1372282
87069,3269965
208550,368741
509529,4942353
54906,85051
194198,779141
1405995,2596435
27266,33054
634955,1229358
64356,8343416
368741,2223873
1714705,3182384
185943,932135
68636,2270968
63134,626875
899891,5902332
1144573,1379848
788587,5988485
72342,686203
399435,537571
1739,6527694
208550,1712598
1005107,2223873
2453479,3481577
85051,1937524
92843,4868645
1145853,6190771
278913,1956315
626875,962131
1372282,2661032
6164668,7789569
396323,2353363
1758425,1894914
209803,2067052
1372282,1758425
402967,1402639
932135,1379054
101455,2270968
4250706,4868645
52238,3269965
47664,3203536
92843,5934494
694259,2438710
402967,755148
36470,69856
25430,434165
1513467,2315607
473,3749329
1798463,3700974
986847,2463963
9892,1712598
627271,2169738
209803,233976
1145853,1758425
537571,3003468
430086,5043133
962131,5516634
399435,1119331
899891,6119599
56154,7991310
1014658,3785977
4447,176259
5516634,6634170
278913,6902645
1739,1714705
87069,1316957
368741,1912944
20707,493975
570900,2608895
56762,125878
2229334,3203536
334563,385822
185943,1229358
2641840,2803008
1379054,2828992
47664,357940
884982,5960075
887375,6202990
779141,1376285
208550,2596435
156568,1161310
156568,3219133
157494,912312
176259,1385270
440039,2067052
1261542,5902332
30863,986847
2453479,5934494
3700974,6527694
1161310,6190771
125009,2463963
1249940,7991310
998313,1231495
516819,8726568
208550,459282
156568,3577991
47664,2688004
641255,869990
1836668,6164668
90131,6527694
916926,2075011
537571,5043133
52238,998313
1134263,1152071
9211,2828992
13217,218869
1161310,2223873
2247283,4724924
52238,2688004
85051,1075084
157494,1279493
36233,916926
209811,537571
1316957,1758425
55581,7039321
1014658,1826001
87069,241585
64356,4250706
537571,1832244
626875,6213971
434165,435688
1249940,3219133
54161,3003468
4447,916926
503122,916926
3749329,3828843
241585,430086
915191,6212380
2229334,3749329
1145853,2277728
90131,582168
194198,4868645
3203536,6119599
9892,156568
194198,8639146
1372282,2046995
1376285,4868645
125878,792285
1755055,8343416
98936,2353363
459282,1695030
56748,965006
916926,2300789
1014658,1161310
808866,5871937
1547483,2646915
916926,3828843
186270,3734289
1320780,3734289
1798463,6213971
424320,6551009
600122,2270968
90131,1798463
98936,5902332
98936,5988485
792285,2828992
459282,641255
694259,3011117
64356,1937524
1739,1261542
334563,630373
627271,1062140
493975,2438710
509529,4435835
132665,278913
1376285,2646915
1076044,2853693
2229334,5934494
218869,2277728
5724228,6527694
72342,111461
916926,1118283
1826001,2075011
1912944,6902645
1364486,3011117
2404390,2463963
1836668,4769530
64356,3282780
1507577,4250706
440039,1547483
266091,2438710
887375,6551009
7261,5871937
570900,1547483
434165,1387211
1372282,6902645
631996,6164668
634955,2853892
4035394,4250706
68636,1376285
1387211,2054463
2688004,3506284
3749329,7250838
20707,186270
56748,788587
1385270,4556198
316231,634955
27266,402967
1739,634955
2170843,3203536
2229334,4424345
93746,1516901
505852,1836668
1616594,1956315
2853892,8835479
1937524,2404390
1616594,2525897
7261,2525897
537571,2641840
7210,438326
915191,2141080
1516901,1962045
1229358,5902332
209811,2438710
4724924,8835479
316231,3577991
92843,194198
1364486,2828992
3744310,4250706
25430,440039
402967,7789569
539015,3744310
641255,2075011
1320780,6202990
1832244,4942353
288997,2067052
233976,2641840
1755055,5871937
368741,1229358
27266,4424345
212282,932135
405590,6212380
631996,755148
25430,1798463
25430,69856
631996,2353363
965006,3744310
2169738,4868645
887375,1077837
266091,7534116
1249940,2229334
3481577,5933583
1379054,7039321
54161,1134263
76946,2853892
2223873,5933583
1144573,3497995
1077837,1947676
1005107,1758425
1067313,1695030
788587,6202990
136510,385822
176259,2641840
570900,6527694
72606,2277728
912312,2596435
2404390,2661032
72342,1712598
56154,69856
1507577,2411545
6171,1119331
273426,316231
185943,334563
1507577,7991310
1076044,1962045
1402639,4769530
2818736,4942353
13217,938549
912312,1316957
2828992,6119599
36470,6634170
2502438,5143989
72606,92843
176259,2608895
1261542,7039321
1376285,1894914
1758425,7789569
1695030,3219133
792285,6202990
92843,5724228
93746,2225982
54161,1671300
1451192,7039321
1229358,2537610
742786,5642707
56154,3079937
1514032,5043133
93746,5724228
438326,2596435
56762,63134
208550,2438710
52790,5960075
133141,3734289
868924,3577991
357940,965006
641255,742786
2641840,4769530
998313,2803008
1507577,2688004
503122,2463963
1014658,1134263
631996,1402639
2225982,6184862
133141,430086
93746,1320780
711003,3203536
690214,1144573
63134,537571
424320,516819
46271,288997
157494,1516901
82192,505852
82192,5871937
3481577,3828843
194198,2502438
435688,869990
302697,6634170
47664,3182384
1376285,2853693
132665,2853892
932135,1513467
4447,3700974
884982,2803008
52238,582168
30863,6071306
47664,4724924
686203,7534116
2525897,6190771
2141080,2525897
1514032,7789569
36470,884982
2818736,3011117
788587,6212380
13217,125009
63134,1695030
792285,7250838
460856,742786
2818736,6119599
430086,1067313
399435,1758425
424320,792285
52790,218869
218869,1273177
136510,1372282
55581,68605
68636,1616594
189281,600122
1379054,8343416
357940,8634891
36470,52238
36470,1962045
316231,1836668
2438710,6202990
2596435,8639146
232755,6184862
87069,582168
186270,4769530
887375,3785977
1372282,5642707
600122,1144573
1372282,6184862
98936,5960075
1134263,4435835
505852,3577991
368741,2315607
1507577,3481577
64356,868924
176259,7496333
9211,912312
2225982,4035394
600122,808866
430086,1119331
54161,1754803
6171,1387211
965006,5143989
266091,6902645
933601,1145853
63134,1507577
1894914,3219133
1712598,6071306
2525897,3700974
194198,1956315
884982,3182384
2169738,2828992
72342,1937524
56762,6202990
634955,1118283
93746,7991310
505852,1712598
1695030,6190771
1273177,3011117
2225982,4942353
1712598,5988485
1836668,2828992
14472,52238
711003,6634170
9211,2223873
1226674,3506284
316231,962131
965006,1273177
111461,2141080
111461,1316957
1249940,3282780
92843,965006
521120,998313
86959,6527694
1419052,2229334
3515929,8639146
64356,4724924
938549,6634170
68636,1405995
1756703,5642707
3481577,8726568
755148,1261542
2463963,2641840
1956315,3497995
278913,932135
5724228,6902645
146648,7250838
1005107,1947676
92843,2608895
454747,755148
1798463,2229334
218869,587102
9892,1119331
29755,4868645
1379848,1516901
52238,1405995
686203,6634170
3282780,5724228
1249940,2411545
7210,82192
620271,5934494
1144573,3828843
30863,627271
232755,2438710
755148,1376285
869990,4769530
1145853,3427141
711003,933601
212282,1937524
9211,887375
52790,887375
1695030,2818736
85051,430086
516819,6808752
435688,516819
634955,6202990
33841,56762
36470,5902332
1962045,2688004
473,334563
1754803,4769530
333886,8634891
72606,5714991
627271,1956315
1379848,3497995
626875,2411545
1836668,5933583
111461,4769530
90131,396323
98936,1075084
4447,1937524
1754803,5871937
742786,1962045
92843,1671300
185943,2054463
357940,6902645
273426,8634891
72606,125878
241585,808866
6902645,8343416
63134,1249940
2247283,6551009
2046995,3828843
3219133,5871937
454747,5960075
14472,7039321
1379848,6202990
2169738,8634891
916926,2828992
2315607,2537610
1273177,2411545
1229358,4556198
503122,2229334
278913,8639146
98936,438326
869990,1548496
686203,2170843
587102,1419052
1387211,7534116
998313,3079937
1273177,6213971
52238,1152071
792285,2300789
333886,1316957
14472,998313
136510,333886
82192,8634891
52238,2641840
2646915,2828992
1714705,8835479
4447,1419052
516819,1062140
430086,3749329
2438710,2608895
30863,3734289
87069,125878
9892,6212380
56154,2170843
87069,899891
92843,630373
72606,438326
13217,2046995
1402639,1616594
1364486,2229334
544704,779141
869990,1547483
218869,2908342
998313,7039321
212282,273426
85051,424320
690214,7496333
13217,1372282
157494,208550
278913,4942353
1385270,6527694
1249940,3481577
56748,6184862
357940,2247283
2608895,6902645
620271,6634170
90131,459282
125878,8835479
1739,333886
424320,2596435
90131,1547483
1451192,2688004
2803008,6808752
233976,1134263
434165,932135
1229358,2661032
52790,1249940
965006,3749329
54161,209811
4724924,5043133
1075084,4556198
779141,5642707
739796,2502438
2054463,2646915
690214,1547483
68636,1320780
620271,2067052
36470,521120
357940,7250838
7210,101455
82192,938549
454747,1279493
55581,965006
93746,232755
47664,1226674
7261,2818736
316231,1798463
7210,316231
7261,357940
631996,1947676
1695030,2411545
434165,779141
54161,711003
186270,7496333
46271,189281
101455,1320780
233976,1161310
1758425,2818736
626875,5871937
1712598,4035394
29755,1379054
273426,779141
883095,8726568
2247283,4868645
273426,2404390
4447,334563
125009,3182384
209811,2646915
92843,1152071
1226674,1385270
4769530,5902332
986847,1826001
136510,399435
186270,986847
157494,631996
2300789,4942353
1152071,2229334
385822,2170843
1062140,1405995
90131,792285
788587,1119331
52790,4868645
288997,5043133
2353363,3515929
521120,7534116
1739,459282
334563,4942353
1548496,4868645
634955,6527694
157494,570900
742786,916926
13743,2828992
600122,5988485
694259,2075011
36470,1261542
1316957,3515929
641255,3219133
72606,2453479
626875,2075011
52238,6808752
505852,4868645
13743,2229334
503122,1385270
1075084,1379054
133141,2277728
1261542,3282780
537571,3011117
3828843,5516634
288997,887375
1005107,3506284
1231495,2908342
739796,2463963
1671300,6071306
93746,2223873
47664,2075011
399435,402967
620271,2853693
2300789,6071306
4942353,8634891
233976,2315607
1894914,6119599
25430,5902332
742786,1231495
72342,6213971
2247283,3282780
7210,125009
1229358,2046995
884982,887375
544704,3734289
189281,516819
278913,2502438
233976,938549
4447,932135
64356,209811
6171,1152071
1712598,3182384
1316957,4556198
1758425,1956315
9211,2054463
1712598,4724924
1077837,2537610
56154,1273177
899891,1754803
185943,2818736
1229358,6213971
241585,641255
9211,47664
2525897,6808752
1145853,3700974
1937524,3481577
56762,4424345
68636,241585
1075084,1956315
186270,1419052
176259,544704
627271,1616594
76946,5516634
42843,3734289
1419052,1714705
620271,1451192
690214,1516901
98936,6212380
54906,7991310
86959,136510
1144573,2608895
85051,90131
