usr1,usr2
8267,620173
37213,3157286
16162,135433
12803,3401881
2302,26368
8938,1946887
1831,97595
1527499,1877859
248400,546952
31284,1956414
68080,372801
439,105379
2122,36590
535454,3401881
11032,55618
4130,8749267
1942032,5269945
6442,407104
124633,282056
873819,3272060
73761,1798463
539505,2975602
30453,197433
767220,4939945
27900,61584
94127,1530004
61913,158744
2857,138902
14162,144292
73761,2186895
122687,180923
17930,3444046
101264,1786383
439,39489
233850,818343
136906,209755
61301,712940
63485,66149
96783,2948730
540052,6423226
50505,1249760
17184,1249760
15383,1441352
1001,3164
379718,1151360
32738,637056
146516,147212
164087,1151360
18145,97449
9779,549366
11626,320704
74655,931422
18767,6150533
406792,7865263
106334,2948730
114081,205401
277195,620460
1831,1094566
55716,90075
992,1200601
540052,1621788
161660,1721546
34351,8749267
187519,1210398
139612,2408940
6407,816855
8835,381455
524400,1337707
344213,2054114
38525,883111
12662,18042
97449,139612
6898,8925
1094566,3491576
43290,567714
14005,280396
78234,551259
320603,837070
28887,563612
36692,75764
4360,1236618
2122,976281
14428,1411880
28106,30453
36752,61301
11306,351041
2302,4868633
21815,73581
13691,3860924
99367,1836290
77565,932401
233850,6970188
77112,874055
11306,106058
969,4360
28294,198591
22869,6492605
35468,45458
160699,372801
45767,5526484
271051,6213068
992,22199
1005,484237
6442,63463
497712,5160862
7095,913366
382410,3157286
963,540052
1361,32952
5064,18143
594993,644767
4725,931422
1527499,2948730
6898,71750
45767,178018
87176,478631
108366,8979982
2613,45458
13798,80197
200568,5526484
164087,461361
61913,327307
790137,1839508
38622,144309
301614,2281316
18930,155269
88607,484237
23272,2522079
11201,109903
4725,163006
141869,3272060
14005,103775
163006,5824895
138902,391036
164087,4868633
144292,6492605
308968,873884
108366,1358257
931422,1044882
13542,818343
28106,1236618
22199,480790
79766,665270
39559,790137
539505,1013109
992,223056
3016826,6503757
24358,3921910
837070,1969795
10978,128608
999,113430
9779,18145
55716,277195
73897,818343
36486,1305235
11306,535454
74298,90075
14511,50484
63485,103775
3080,11626
61584,114081
1361,1200952
12035,1305235
969,1212932
9211,767220
959681,4066699
21464,61301
976281,3566761
90966,124633
385185,4066699
49546,1420964
112176,1621788
22907,114988
10047,17882
2948730,4228415
620173,790137
205476,913366
197433,3401881
13395,1813441
344213,649212
30453,200568
104557,584349
382410,394213
19930,73761
17716,34389
124338,419256
7262,873961
50149,873819
78234,1621788
8267,18263
209382,712940
6418,5160862
97449,1236618
55618,130877
6418,11042
101264,4504297
6407,158744
47185,50484
2907,874045
369564,913076
36752,80501
15030,3250792
212977,2408940
159401,5013455
116993,162045
39621,391036
14765,382410
168346,231692
6216,125007
185845,1969795
1001,60449
49546,90120
1946486,6176524
966079,4066699
320704,1212932
139612,4939945
2302,8961
32731,168013
2285932,3491576
23180,109279
6407,10108
32952,34389
239889,1358257
1897276,6213068
1285226,7865263
180176,1149611
18735,39621
19930,69505
27543,151722
197433,3658898
480758,644767
14956,23180
1276,2019222
54818,351041
34202,282056
15170,1946486
34787,6492605
2302,108787
139612,359809
757676,3272060
17716,2698894
6858,15170
17882,198895
38552,535454
22869,434228
5364,72660
134626,2679321
167817,456559
180923,226706
63463,2354983
12017,13567
41747,48889
6221,31284
6290,1672862
9779,9972
6290,4652874
102246,108787
4725,28345
999,3854
8260,50505
16162,3658898
289822,1877859
27900,391036
17781,139612
17716,27544
180923,757676
15383,3180433
6599,197433
308968,1672862
712940,874020
61584,5526484
65030,515035
9930,88450
4751,583276
18860,540052
32731,112398
3164,1956414
53131,2807710
400195,831087
999,379718
620173,4228415
54398,108349
29869,1397211
205401,556909
318560,2354983
354317,1839508
71750,282056
282056,5160862
80197,594993
61301,207900
134626,1149611
6221,102246
158449,1767861
3215,36486
2857,89579
9821,54818
16281,385185
168346,462474
63485,1200601
9215,1813441
97449,873862
134389,354317
9215,136906
28294,44147
141264,155173
995,12035
134626,3401881
264561,4066699
1672862,2760043
1327,277195
478631,878282
712940,1236618
359809,361024
929884,6970188
995,5013455
344213,5013455
391067,2698894
134626,168160
36752,1013109
132066,249329
35468,89579
63485,239214
79298,3491576
18263,77112
30453,77112
73897,2354983
584349,2379430
461361,975666
995,382410
305784,1689104
41505,2698894
419256,959681
10160,369564
49070,116993
5064,369564
15383,3873100
18966,301614
149859,874021
171314,449745
7262,33441
470616,3860924
999,64475
69994,612914
50505,232765
9972,16391
54818,124886
148673,462474
12662,20193
32731,202665
226706,2832618
17716,65645
969,51565
82501,6611460
106334,8979982
18042,326036
320704,406792
36378,1621788
5064,5824895
2013105,3307455
1441352,1997268
12017,78768
44090,151239
97595,3307455
439,18886
200568,351041
1003,56518
203,28589
14956,94127
158449,180923
65030,931422
14107,470738
1969795,6503757
33428,1013109
125007,1411880
13567,2054114
26363,135433
83505,1358257
248400,253991
1179660,1689104
78970,90966
3080,22359
25158,873862
969,4130
4751,1300606
3080,294964
6409,49546
6418,36486
36692,128549
874081,1179660
1831,874045
2302,43608
2245366,8099636
125007,155173
1005,65730
6993,63463
198895,326036
874020,2698894
108366,2748509
158449,584349
833142,1527499
17882,209382
15369,5629049
10058,55618
874047,929884
32731,69505
20193,124886
60449,223056
27544,524400
6599,200568
11961,5269945
4796,15170
108787,567714
42130,71750
15369,2522079
301614,1969795
1942032,1946887
22869,63463
239214,966079
104557,301614
11626,6213068
109279,135433
125244,400195
2907,51565
17413,2679321
82501,1839508
874045,1084354
3941,67240
470738,3658898
969,724741
27543,168013
962,167911
563612,1897276
97449,434228
318560,1027513
19930,320704
2302,232765
212977,267583
8938,200568
124338,264561
624186,734172
166912,535454
874145,1027513
2857,13395
88607,1798463
32626,151722
18787,2186895
39495,80501
73761,2245366
884773,2054114
1956414,2054114
9215,18767
470738,874055
12803,774921
6448,43290
64994,178018
17184,535454
164087,1027513
649212,5824895
404238,4652874
54398,1151360
567714,5573065
4939945,5013455
42155,2522079
21815,63485
12803,4066699
36493,274885
71282,102246
44028,2514587
36486,665270
128549,874081
96783,874081
71282,2832618
724741,3444046
231692,391067
10047,167817
8267,109279
12573,1411880
60449,212623
53131,361774
9931,144309
55621,60449
18787,66641
36692,101264
649212,3658898
28887,3860924
36752,2760043
21630,232765
13691,28589
22359,36692
9972,1969795
78970,724741
1997268,4504297
17903,99367
1689104,1819502
6599,4066699
2302,884773
258570,400195
45767,549366
6407,79298
138902,2317752
89579,289092
4360,79778
1003,1836290
5064,134389
105379,4226834
87176,5526484
17882,39614
2949,4725
3215,302674
6448,5269945
833142,874081
79778,97595
70710,637056
353801,6176524
125007,1527499
4751,344213
107848,769869
198591,1836290
17031,90075
209382,884806
9326,28152
16281,39495
164087,371717
2857,4476
12662,232765
2122,1911478
11032,161660
1005,11306
36692,404238
6898,69696
36590,132066
6426,64475
258570,932682
9139,24772
160844,253991
1005,4751
69505,540942
18787,277195
63463,2281316
51014,1530004
66149,767220
769869,1946887
4476,9139
161524,724741
20158,4226834
999,15170
11855,2354983
6409,19930
201236,6423226
44028,4228415
166912,305784
17715,142195
125007,162649
68080,451267
3854,2354983
8335,24772
11961,277195
10108,874061
49070,767220
382410,874045
17750,8979982
78679,2017368
134626,155269
20158,209382
1969795,2186895
18735,132066
1459188,1819502
1327,126017
14162,45767
644767,2514587
17781,24772
4725,1798463
3215,67240
277195,1149611
1504640,5526484
155173,1911478
53131,381455
178018,6150533
50149,574487
5064,78970
1397211,4066699
124338,1249760
2613,5526484
12017,361024
6400,73581
567714,913076
969,125244
17716,232765
9215,515035
22907,1236618
251509,724741
1813441,3272060
11961,18767
2949,6087862
146539,258511
88450,164122
1689104,2807710
164122,551259
4360,32738
51014,2748509
18042,34202
112176,931422
44764,912668
6426,202665
36692,69696
23272,5573065
17031,106334
567714,4652874
6426,8209
361024,369564
28560,2514587
18966,38622
106058,128549
14511,344213
385185,3401881
274885,406792
42130,601061
36486,874047
79298,146516
63485,318560
180923,1942032
2613,4504297
963,32626
178018,549366
480758,2998780
64994,103598
18930,327307
71282,72660
1001,874055
164087,620460
28589,874061
13542,63485
201236,932682
33428,767220
42155,105379
164122,282056
41747,1020289
2856,831087
995,39621
4360,162649
67240,2054114
1672862,1969795
2308,1420964
33428,126017
65730,539028
128588,2998780
27900,85840
8267,78679
9139,6087862
18042,1721546
999,6492605
166912,195898
44147,198591
1565,161660
17401,353803
9858,41747
25158,90120
38525,8749267
128549,146516
88607,155269
29128,136906
94127,878282
36752,585025
96783,4066699
15030,349223
197480,381455
155269,253078
1249760,1672862
49070,774921
5364,3143231
212977,6611460
103775,874187
38552,41747
94127,141869
8961,790137
36692,3608067
77112,2807710
2949,874129
28106,1027513
48889,349223
6400,249329
18263,3608067
1946887,7909456
515035,4066699
10047,1504640
2302,65645
712940,837070
69114,73761
128608,161660
82501,1358257
11032,28560
32731,102246
11961,1397211
11626,1813441
2308,344213
3936399,6423226
104557,434228
124338,2760043
712940,1946887
15170,461361
132066,712940
71520,1249760
5305,874129
969,33428
10047,205476
3164,567714
7125,36486
14428,1530004
45767,391036
97595,178018
54818,301614
149859,289092
17882,1200601
79778,3016826
2122,1798463
49546,202181
78234,372801
23272,757676
3941,379718
247459,816855
14107,18898
963,116993
22907,1411880
171314,456559
9779,932401
22869,462474
28106,540052
18930,3143231
13798,35468
18886,8979982
4796,11961
85840,470738
19076,230112
11201,567714
1003,6407
14765,23180
12548,4504297
929884,1956414
108366,128549
612914,2054114
668790,7865263
247459,1236618
114988,2285932
563612,3924772
18143,32738
2907,155173
372376,2013105
2679321,3921910
38552,2832618
162649,5160862
18138,1839508
6898,1027513
19930,44090
23250,498693
168013,326036
16718,6970188
2308,78679
31817,3180433
250683,308968
15369,470616
203,2408940
187519,1020289
18735,35468
130877,3143231
19076,247459
39559,585025
11626,267472
197433,4504297
41505,212938
60052,1946887
232765,372376
80197,160699
69696,202665
12573,61913
43608,69696
351041,5013455
223056,959681
3854,249329
66641,142195
310434,389235
77588,320118
1954,1523433
90966,158820
34202,186739
64994,1956414
23272,1210398
64475,1721546
2949,34351
959681,2379430
124338,187519
282056,884806
6396,128588
158744,913076
9779,103775
6898,3608067
74298,959681
65730,232765
23180,108787
108349,146539
1563,66641
106334,884773
151722,2948730
36378,7909456
114081,318560
146539,660460
1831,79778
292833,1027513
17750,33428
28887,39621
17715,28294
13395,584349
12017,1337707
13567,48049
31817,300887
3164,5013455
660460,1358257
353803,1397211
148673,1621788
28106,65730
9326,48889
11042,21594
9779,74655
160844,959681
2613,140085
14162,197433
1200952,3250792
2552,14107
45646,103598
36590,874055
30453,2748509
109279,622042
999,5305
50505,61584
71551,141869
18143,79778
10978,258511
6221,50484
3164,38246
6898,69994
47185,90075
14956,148673
63463,128588
10978,21594
144292,221359
61301,1084354
66641,292833
18930,622042
6221,249329
78679,103598
97449,1212932
113430,729407
124338,574487
66641,202181
6448,49546
63485,163006
132066,271051
2857,668790
36378,51048
18804,818343
18787,267472
5305,149859
36692,96783
102246,874021
37213,391036
50149,74655
27543,71551
359809,874021
14107,18735
17184,142195
36752,546952
32731,45767
3080,389235
155269,198895
1013109,2832618
124886,6213068
5364,124338
8260,5824895
9139,96552
45458,168013
3854,28106
39614,96783
2613,1767861
32626,1249760
17930,78768
28887,1020289
125007,1249760
5364,39614
394213,5526484
36590,831087
14005,80197
1504640,5824895
24358,109903
197433,197480
1565,9821
470616,2698894
17716,144309
292833,327307
1199,74655
94127,96550
80197,195898
96550,1946486
136129,769869
38622,3924772
21630,976281
963,419256
18138,22907
17401,100881
21594,549366
9326,1200952
134626,816855
833142,4226834
1565,168013
50505,1212932
1563,18145
28345,307240
498693,816855
729407,1504640
88450,144292
4130,12017
203,1005
33428,6213068
6423,226706
75764,1969795
995,769869
230112,1819502
2613,27543
10047,2186895
97595,354317
8260,15383
13798,22359
462474,1839508
25158,480790
167911,3272060
969,158744
32731,159401
8925,540052
2552,774921
18767,2408940
151722,498693
233850,3921910
232765,620460
209755,574487
10108,108349
7095,96552
9972,22359
1199,6442
11306,94127
498693,767220
594993,6087862
108366,267472
9139,1020289
5305,124886
1212932,2748509
73897,556909
23180,33428
23706,1839508
1276,61584
6599,13567
28887,874145
1942032,4868633
3016826,7909456
11306,63485
18966,122687
87176,233850
2907,12662
975666,4652874
3215,583276
6396,520587
320603,4228415
77565,163006
10978,3250792
39559,102246
372376,1397211
264561,1459188
101264,668790
5364,563612
1005,37213
103598,3143231
18042,18804
22199,75764
14765,14956
41747,108787
11201,18042
17781,874145
67240,361024
158744,831087
142195,271051
151722,167911
39614,258570
17882,212938
38552,665270
18143,21630
151722,1946486
5305,100881
637056,1969795
17715,37213
539028,2522079
12017,72794
1942032,7909456
89643,539028
439,874081
64475,913076
51565,185845
23180,1013109
38552,4868633
17413,382410
7262,61301
44028,1337707
769869,7865263
144309,874020
9930,23250
109279,160844
45767,1672862
289092,5629049
97449,594993
6408,249329
102246,221359
18930,50484
2832618,5824895
45767,2198787
26363,41505
3143231,4226834
65030,929884
168346,1897276
12662,6150533
30453,3566761
1151360,7909456
198895,774921
1199,1212932
17401,197480
9858,462474
132066,233850
200568,1672862
4751,480758
9211,250683
277195,724741
226706,7865263
45767,5269945
128549,168013
2317752,3936399
831087,2748509
69994,160699
1285226,6791829
7257,1997268
187519,400195
6221,539028
64475,207900
38525,128549
17903,168346
1954,17031
105379,6176524
3164,21630
16391,69114
6858,2832618
1565,75764
7257,106406
9215,24358
155269,470616
32738,201236
289822,1337707
9779,230112
136129,307240
7262,1956414
660460,874045
54398,975666
61301,612914
6407,88450
37213,90075
141264,372376
39489,113430
10978,80501
8961,212977
90075,180176
88607,113430
8938,49070
9215,11032
23180,38622
30453,327307
280396,5013455
14162,878282
89643,6970188
1327,78234
19930,158820
1911478,2198787
74655,5526484
23180,1397211
147212,2948730
114081,551259
2856,61365
18145,361024
50484,712940
253991,1956414
13395,168013
201236,612914
351041,1300606
6400,34787
226706,1236618
371717,4939945
24358,130877
884773,884806
6216,90966
44147,168346
6448,308968
124886,178018
33428,53131
29256,1530004
1831,3080
9326,164122
200568,484237
524400,874055
180923,3250792
2308,198591
212977,320603
71551,4228415
6290,33441
32952,77588
18860,1767861
78970,551259
32738,124633
8938,248400
12548,205476
9779,724741
128608,4066699
24772,128588
4751,310434
470616,874081
146516,198895
2856,18804
583276,2198787
1003,12548
74655,3658898
13395,1689104
124633,620460
451267,1151360
10058,251509
17930,837070
28294,769869
39495,44764
11201,108349
125007,874129
27544,71551
4476,38552
1084354,7909456
1003,9930
143713,253078
3080,88450
10160,4939945
128549,231692
22359,2748509
78679,106334
1954,41505
78970,282056
155269,212623
9211,1337707
757676,1236618
831087,2514587
23250,320118
61913,1672862
17952,2948730
6426,18042
108349,1027513
19076,277519
18042,369564
124886,8979982
6599,24772
4476,132066
139612,8099636
18138,2760043
45646,230112
6448,75764
160699,1303874
49546,2698894
18966,187519
18898,77588
17184,734172
90120,239214
69114,551259
97449,874145
28294,147212
11306,3157286
9821,139612
18042,90120
22869,4228415
16391,212977
55716,310434
60052,1504640
3941,1084354
5064,251509
11032,146516
563612,729407
404238,6150533
6993,883111
34351,77588
41747,873819
2186895,4066699
41747,64994
38246,556909
22869,100881
212977,248400
305784,913076
729407,1721546
48049,601061
47185,70891
148673,929884
30453,1249760
32626,419256
995,2122
1954,2807710
873884,873961
9972,931422
116993,644767
292833,4504297
90075,90120
9972,2354983
1001,64475
14511,31817
69994,327307
7125,818343
31817,71750
195898,1179660
65030,3444046
1210398,2452104
109279,232765
114988,1459188
68080,267583
149859,6503757
451267,462474
253078,353801
253078,3444046
12803,87176
23250,106406
8961,3157286
136906,1836290
11855,85840
9139,9931
1236618,4228415
198591,282056
32952,3860924
28345,975666
37213,5573065
2748509,5824895
14765,223056
48049,6791829
97595,158449
21630,198591
583276,1249760
439,69505
32626,201236
141869,253078
1327,391067
164087,874187
9931,239889
963,35468
6409,114081
69505,3016826
36752,584349
18145,19076
23250,624186
992,180176
102246,574487
1337707,2299206
18966,2760043
28589,404238
231692,873884
3080,3936399
7257,21815
96783,1397211
28589,221359
18621,45458
515035,931422
1361,64572
7257,74655
8335,146516
36729,394213
138902,209382
74298,567714
1527499,3180433
18898,267583
85840,6150533
929884,1094566
162649,1767861
8961,1303874
6290,162649
5305,6418
1969795,3860924
932401,2317752
13395,48889
2832618,5526484
11961,873884
79766,2807710
873884,884773
7257,223056
11306,38622
122687,1303874
8961,583276
108366,563612
39621,2299206
7095,665270
198591,233850
155269,833142
3854,6426
168013,2975602
26368,258570
72660,6150533
124338,308968
24772,1839508
18145,931422
17903,3936399
9930,132066
135433,584349
6409,84045
668790,1911478
106406,369564
77565,729407
247459,353803
12035,1956414
16718,147212
3164,212623
546952,1441352
44028,148673
18767,774921
185845,461361
61365,1819502
49546,198591
178018,1210398
18787,23180
70710,75764
18886,369564
143713,223056
84045,524400
39559,155269
87176,130877
480758,1411880
11626,18145
14107,50149
66641,873819
80501,141869
6418,372801
28183,1027513
60449,451267
18138,959681
80501,97595
2949,3157286
162649,354317
90075,3401881
51014,2522079
6400,6898
187519,583276
28106,874081
16391,874129
1527499,1786383
874162,931422
136129,584349
6290,108366
249329,1575077
29869,1200601
6858,36493
1199,353801
9821,69994
48049,168346
16162,549366
478631,524400
134389,524400
100881,233850
6400,12035
2907,774921
601061,873862
8938,15369
6418,10058
12662,28887
999,221359
29128,35468
71750,2760043
3854,162649
873884,1786383
102246,248400
7125,70710
94127,3157286
563612,913076
23272,38525
65730,976281
17401,34351
1565,6426
50149,931422
23250,1151360
13691,874145
8938,4868633
27900,65645
7262,10058
180176,344213
48049,160844
203,27544
1397211,1836290
12548,77588
197433,480790
16718,480790
158449,975666
70891,351041
36590,1303874
135433,361774
239889,563612
372376,932401
12662,43290
96783,874187
50505,239889
7125,146539
6396,164122
9779,385185
41505,873961
60052,84045
17952,1020289
226706,253078
202181,873862
5364,149859
1005,8835
1527499,2245366
60052,540052
70710,3444046
96552,594993
144292,480790
6858,1911478
114081,159401
71551,79298
6599,594993
962,18735
209382,2013105
90966,144309
1199,461361
36493,1813441
96783,1911478
144292,624186
29869,109903
6396,107848
305784,2019222
249329,253078
556909,1504640
69505,369564
18767,353801
6216,2013105
158744,462474
132066,874074
391067,874074
158820,831087
107848,369564
11201,301614
9139,82501
41747,2408940
995,248400
18042,28589
556909,644767
962,97595
97449,351041
69114,574487
47185,327307
87176,4652874
8961,94127
17781,38622
70891,874074
18860,55716
38525,162649
8335,158449
539028,767220
6993,757676
18804,267583
6442,160844
205476,497712
1954,22359
223056,668790
205401,318560
8961,36486
38246,1200952
34787,48049
31284,6503757
833142,5269945
68080,223056
10058,2760043
11201,205401
969,258511
3164,130877
10058,1689104
1001,107848
292833,301614
71520,1044882
17716,164122
3080,6216
18787,44764
974,6791829
64572,155269
136906,155173
1094566,1946887
963,833142
1942032,5160862
6400,9779
13798,61301
84045,250683
87176,3272060
45767,61584
187519,1969795
203,34389
11306,21815
75764,96783
186739,498693
3080,168346
202181,274885
389235,406792
34351,79766
7095,155173
75764,124886
61301,361024
2308,612914
47185,407104
37213,88607
1005,497712
158820,267472
239214,5332833
7125,1337707
567714,874081
3164,44147
17401,18145
4796,274885
221359,300887
