13573,2072351
13622,4013964
5006296,8213996
1876791,2399938
3025893,6179635
59915,650842
16502,396069
5006296,6594365
13595,3885985
13570,8012937
1092980,5943714
4834,1419454
5943714,6179635
59915,1876791
5056813,6594365
13563,396069
13595,983650
59915,8213996
4834,13596
983650,5073353
6378582,7752827
13564,5073353
983650,1408052
13570,804537
2399938,5006296
668467,1408052
13573,4588616
3261200,3810188
13564,3025893
4013964,7752827
668467,1270192
804537,6378582
4834,2148820
1859002,8012937
3810188,5006296
13573,13582
13572,5006296
13565,13572
396069,983650
4013964,8213996
13564,6594365
13622,1859002
4013964,6179635
13577,1876791
13563,3261200
59915,1408052
16502,4588616
13582,2148820
5006296,6378582
13572,2072351
13573,983650
62434,1859002
1419454,3810188
1092980,1548780
873347,6378582
367147,396069
13577,2399938
59915,5943714
1548780,1999667
1419454,1743766
13573,1548780
1092980,1270192
1419454,1859002
5073353,5943714
13563,6179635
13565,367147
16502,6179635
983650,8213996
4834,2399938
1823447,4013964
804537,1743766
13622,983650
1743766,5056813
13572,3354426
1408052,2072351
1999667,8012937
13577,8012937
13564,983650
13596,1092980
1301187,1999667
650842,3810188
1270192,3810188
59915,3261200
1823447,6594365
13577,9161678
6378582,8213996
16502,3261200
13572,13595
1859002,5073353
13595,396069
13596,1419454
650842,4573569
13582,668467
983650,4588616
1092980,2148820
804537,4013964
367147,650842
6179635,8213996
804537,1408052
1876791,7752827
668467,3810188
13582,367147
5943714,6594365
6179635,6594365
13582,1270192
4588616,5056813
396069,3810188
59915,8012937
1743766,5073353
4834,8213996
396069,4573569
396069,1743766
13565,804537
13595,2399938
13565,7752827
3885985,5943714
1548780,5943714
13570,6594365
13564,13572
13564,367147
13565,3354426
367147,2399938
3810188,8213996
804537,3354426
367147,1823447
62434,1743766
4834,1301187
13572,13622
367147,4013964
1823447,3025893
13577,2148820
13622,1743766
13596,1876791
2148820,4573569
13622,6179635
3354426,4588616
1743766,8012937
13570,1743766
13572,1743766
1823447,4573569
3025893,3885985
4834,396069
668467,4573569
13572,13577
7752827,9161678
13573,367147
13572,668467
13595,6179635
367147,1999667
668467,804537
668467,1743766
16502,3885985
13573,2399938
3810188,4588616
1301187,1548780
2148820,5943714
13582,804537
1419454,2399938
13622,3261200
13582,7752827
396069,3354426
13572,62434
62434,668467
62434,3025893
1823447,5006296
13563,7752827
13622,873347
13563,1823447
16502,5943714
13570,5073353
59915,62434
3885985,7752827
873347,2148820
62434,4573569
4588616,6179635
13570,2399938
2399938,3025893
367147,804537
13563,13564
3261200,8213996
4573569,5943714
3025893,5073353
13570,1419454
1408052,9161678
1408052,8213996
13565,1876791
1092980,6179635
668467,3025893
3261200,7752827
1876791,5943714
13595,5056813
4834,873347
1999667,3354426
13572,367147
13564,13582
16502,1301187
13595,1092980
3025893,3261200
16502,4013964
1823447,1876791
1876791,5073353
5056813,6179635
1092980,3025893
873347,5006296
5056813,8213996
13622,62434
804537,1419454
13565,6594365
668467,2148820
59915,873347
59915,668467
5073353,6594365
396069,1092980
2399938,8213996
4834,9161678
13595,16502
5073353,7752827
13595,7752827
1270192,2072351
4834,3885985
13570,1092980
668467,983650
1823447,2072351
1408052,1859002
13563,4573569
1301187,3810188
367147,1548780
13564,1876791
13622,1270192
396069,5006296
4834,5056813
5073353,6378582
4834,5943714
16502,59915
6594365,7752827
1876791,5006296
13563,1743766
62434,1270192
4834,13565
13572,4588616
5056813,9161678
13570,4588616
16502,1859002
13563,3810188
13596,6378582
1876791,3025893
13622,4588616
1270192,2148820
2399938,9161678
873347,7752827
1092980,1859002
13577,8213996
1092980,6378582
650842,3354426
13563,5006296
367147,7752827
1548780,3354426
1270192,1408052
1419454,1548780
983650,6594365
668467,3354426
3810188,4013964
1419454,1823447
3025893,9161678
1859002,4588616
1092980,8012937
13596,4013964
4013964,8012937
983650,1859002
62434,1876791
16502,62434
13622,16502
4013964,6378582
13622,8213996
16502,650842
13595,3354426
13572,1419454
13573,9161678
804537,9161678
13572,16502
873347,3354426
13563,13577
1859002,6179635
1092980,7752827
13564,6378582
13595,873347
1092980,5073353
13570,396069
6594365,9161678
1270192,1548780
1743766,2399938
13595,2148820
13577,1408052
1301187,1876791
1301187,1419454
13577,1270192
2072351,5056813
13573,3354426
13622,59915
983650,5006296
1876791,5056813
62434,6594365
13570,6179635
650842,1092980
13563,13582
1548780,2399938
3261200,8012937
13564,13577
3810188,5943714
13564,3810188
1270192,1859002
13563,4588616
1823447,7752827
13573,668467
2399938,7752827
3810188,6378582
4834,1859002
13577,3354426
4588616,9161678
2072351,6594365
13564,3261200
59915,2072351
396069,1548780
5056813,7752827
1270192,3885985
1999667,2399938
2072351,2399938
13565,3025893
13572,6594365
13570,3261200
1876791,6594365
16502,5056813
16502,1743766
367147,4588616
4834,1408052
62434,1823447
13565,4573569
59915,9161678
62434,2399938
13595,8012937
3354426,4013964
13622,1823447
16502,8213996
1876791,6378582
804537,1999667
13564,1743766
2072351,3354426
1859002,8213996
13572,1823447
396069,650842
62434,3810188
2072351,5073353
4013964,6594365
1999667,3885985
396069,6594365
13596,668467
2148820,3354426
1092980,1823447
1876791,2148820
4573569,8213996
2072351,8012937
13577,5943714
13622,3810188
13595,804537
1999667,9161678
1876791,8012937
1408052,6594365
4588616,6594365
13570,3810188
13565,5006296
13563,13596
16502,873347
650842,2072351
3261200,5006296
13622,5006296
1859002,3885985
1092980,2072351
804537,5073353
13572,650842
983650,6378582
7752827,8012937
13573,5073353
1859002,5006296
1301187,1823447
396069,6179635
983650,1823447
13570,4573569
13563,1301187
13577,3025893
13582,1419454
1743766,4013964
13570,3885985
1859002,2399938
13582,4013964
62434,1301187
6179635,6378582
13573,13595
1999667,2072351
8012937,9161678
13622,5056813
13565,1999667
873347,1408052
367147,873347
3810188,6179635
13572,13596
16502,3025893
4834,13570
1270192,6179635
668467,1092980
1408052,3261200
367147,3261200
13563,650842
13577,1999667
16502,1823447
1092980,1301187
13572,396069
4834,4588616
650842,1743766
7752827,8213996
59915,1301187
13565,13622
873347,2072351
4834,5006296
1419454,3025893
873347,3261200
13563,8012937
13582,16502
13577,804537
1823447,1999667
13595,650842
396069,8012937
13563,668467
367147,1859002
59915,3885985
59915,1092980
983650,1548780
13573,1823447
3261200,5056813
13582,59915
396069,9161678
62434,9161678
1408052,1743766
3885985,8213996
4834,1823447
16502,1270192
4834,4573569
396069,873347
13565,2399938
1419454,6179635
650842,4013964
396069,4588616
2399938,4013964
13563,1859002
873347,1548780
4013964,9161678
3261200,6594365
650842,2399938
13596,4573569
13563,367147
13570,1999667
59915,804537
13573,62434
13564,668467
983650,6179635
1301187,1743766
3810188,5073353
2072351,9161678
13563,8213996
13572,1270192
1743766,1999667
668467,1548780
2148820,6378582
13582,3025893
13573,59915
13577,62434
4834,59915
13563,5056813
59915,1823447
13582,5073353
13596,804537
13563,2399938
1419454,5056813
13570,650842
13565,13596
1301187,6378582
13622,650842
13577,16502
13573,5056813
59915,6378582
1823447,5073353
13565,1548780
2148820,8012937
804537,1092980
4834,62434
1999667,3810188
804537,4588616
1301187,3025893
4834,7752827
13573,1419454
1999667,6179635
13565,2072351
13596,5056813
13582,8012937
13572,3885985
13573,6594365
13563,16502
2148820,5006296
62434,1999667
3354426,3885985
13582,1876791
3354426,5073353
5943714,6378582
873347,1999667
1999667,2148820
59915,6179635
367147,5056813
4834,1270192
1301187,8213996
62434,5073353
13577,873347
13577,6378582
3354426,5943714
13570,6378582
396069,3885985
5073353,6179635
2148820,9161678
13572,59915
396069,5073353
3025893,8213996
13573,6179635
13595,367147
367147,9161678
13573,6378582
13577,5006296
983650,9161678
16502,2072351
13570,3354426
13564,13573
650842,5006296
1859002,2148820
62434,8012937
3885985,9161678
983650,1092980
983650,3885985
1270192,4573569
13596,650842
367147,668467
873347,8213996
13577,6179635
5073353,8213996
2072351,4573569
873347,4588616
13564,2072351
4588616,5006296
983650,2072351
668467,2399938
6378582,9161678
13570,16502
804537,5943714
5006296,5056813
804537,1876791
2148820,3261200
2148820,8213996
13563,13595
16502,3810188
13564,13596
1270192,5943714
1743766,3025893
1823447,2148820
1301187,5073353
396069,1859002
1876791,3885985
59915,5006296
1859002,3810188
13582,6378582
5056813,6378582
2072351,6179635
59915,983650
1548780,4013964
62434,8213996
3885985,6594365
13570,13622
4834,804537
1548780,3261200
13596,3354426
1301187,3354426
13563,5073353
13596,396069
13577,5056813
13573,396069
13572,6179635
804537,3025893
62434,1092980
4588616,5073353
1270192,6378582
13573,1092980
13564,13595
13565,9161678
650842,6179635
1876791,9161678
62434,3261200
3810188,3885985
62434,2072351
1408052,5006296
6179635,7752827
1999667,5073353
3261200,5073353
396069,1408052
13596,1408052
62434,873347
13563,2072351
13563,6594365
13622,2072351
13564,7752827
3885985,8012937
13577,983650
1092980,1408052
13563,4013964
2399938,4573569
13572,13582
1823447,9161678
13582,650842
13570,873347
1408052,6179635
650842,3261200
13582,9161678
873347,1301187
1419454,6378582
13582,1999667
4834,4013964
13573,1999667
13582,1092980
804537,1823447
13577,4013964
16502,804537
1419454,8213996
1092980,3810188
13563,1548780
13596,1743766
1408052,1419454
3885985,6179635
13596,3810188
367147,8213996
5006296,5073353
396069,2072351
13572,1999667
62434,1419454
1092980,4573569
1823447,2399938
13565,13573
2072351,4013964
983650,5056813
59915,4573569
3261200,3354426
1092980,4588616
2072351,2148820
1999667,8213996
4834,650842
1999667,4588616
1408052,1823447
13573,1270192
1408052,2399938
1092980,6594365
4834,16502
804537,2148820
13570,62434
4588616,8012937
1859002,7752827
396069,2399938
1270192,8213996
873347,3810188
3354426,6594365
59915,1548780
13596,5073353
1092980,1419454
1548780,5056813
13596,3885985
13563,3025893
13595,1743766
13564,5006296
1092980,5056813
13573,13577
873347,2399938
650842,3885985
873347,1823447
1270192,9161678
13582,1548780
668467,4013964
13572,2399938
1548780,1823447
1301187,7752827
983650,3354426
13564,396069
13570,1270192
1092980,1876791
1743766,1876791
13577,1092980
1999667,6594365
650842,1999667
396069,8213996
3261200,4588616
59915,1743766
650842,5943714
13582,13595
13573,2148820
4834,6378582
6378582,6594365
5943714,9161678
3354426,6179635
1743766,4588616
5056813,8012937
1823447,1859002
3810188,5056813
1301187,1408052
13577,367147
873347,6594365
13573,5943714
3354426,3810188
1876791,6179635
668467,3885985
13595,9161678
1408052,5943714
13596,1823447
983650,2148820
396069,3261200
1301187,2072351
2072351,6378582
13564,2148820
13596,6179635
1743766,6594365
3025893,4573569
804537,873347
1743766,3261200
3354426,4573569
1743766,7752827
13577,1301187
13564,8012937
13564,13622
1999667,7752827
367147,1876791
13570,4013964
13573,4573569
650842,8213996
62434,3354426
4573569,7752827
13582,2072351
1876791,2072351
1419454,9161678
873347,1876791
13563,804537
873347,1419454
5006296,9161678
