usr1,usr2
3282780,4250706
14472,3515929
56154,156568
3497995,8835479
46271,1145853
2853892,7991310
52238,2641840
368741,1424016
1739,630373
368741,1261542
869990,7789569
52238,7991310
1755055,2046995
368741,965006
14472,385822
630373,2502438
1419052,2229334
505852,537571
505852,1956315
85051,779141
368741,2229334
1695030,1947676
368741,4724924
68605,779141
368741,4556198
14472,64356
402967,2046995
133141,5933583
368741,630373
56748,2170843
92843,368741
133141,7250838
1739,56748
33841,1152071
56748,232755
56748,459282
521120,1229358
539015,1514032
1695030,5143989
505852,6634170
46271,2608895
7210,3481577
36470,1229358
368741,6184862
132665,3219133
2141080,2225982
56762,278913
241585,368741
7261,2525897
742786,6902645
7210,694259
1134263,6184862
56748,209811
368741,1005107
2828992,8634891
1714705,2046995
33841,3011117
2225982,2229334
435688,1516901
505852,587102
133141,1229358
56762,156568
90131,459282
620271,1134263
779141,887375
2828992,3700974
779141,1067313
133141,808866
133141,1316957
56762,1014658
1516901,4424345
883095,3700974
630373,887375
46271,146648
133141,1279493
56748,399435
6171,46271
634955,1419052
986847,3700974
68605,1067313
56762,2300789
402967,1376285
56762,570900
56748,2803008
111461,869990
33841,5043133
76946,1516901
454747,2596435
405590,3700974
29755,33841
33841,132665
368741,1712598
1451192,5043133
46271,916926
29755,5043133
133141,385822
505852,986847
2661032,3700974
47664,368741
3700974,4868645
56154,600122
505852,1376285
52790,1419052
46271,3700974
1516901,5043133
146648,779141
600122,1062140
869990,3182384
7210,2141080
1548496,2803008
56762,2688004
9211,368741
133141,4942353
1134263,3011117
869990,6551009
23567,600122
742786,6634170
23567,56748
368741,998313
46271,5043133
13743,582168
56748,626875
7261,357940
3700974,6527694
133141,1014658
57421,1516901
46271,54906
7210,938549
86959,5043133
3481577,5902332
1695030,2853892
1798463,3497995
630373,1547483
600122,1320780
90131,916926
46271,189281
402967,7534116
1695030,4556198
1005107,2046995
582168,627271
9892,14472
7261,3003468
52238,912312
7261,368741
582168,1273177
90131,1076044
402967,5933583
33841,212282
52238,1755055
7261,5516634
90131,92843
14472,30863
7991310,8634891
46271,2502438
185943,1548496
56748,1387211
56748,544704
516819,3700974
46271,899891
133141,402967
2046995,5724228
3577991,3700974
368741,460856
1005107,1134263
133141,6184862
46271,2463963
46271,72342
368741,1755055
46271,47664
368741,2828992
111461,933601
46271,333886
630373,1894914
7210,868924
33841,86959
133141,1379054
368741,1144573
3182384,3497995
869990,4250706
368741,8639146
56762,1832244
1956315,3700974
56762,899891
505852,915191
46271,2525897
14472,90131
2141080,3700974
14472,54906
46271,56748
46271,4435835
46271,185943
14472,194198
194198,630373
368741,962131
14472,68605
630373,2646915
55581,56154
505852,869990
368741,1379848
52790,2225982
46271,92843
52790,2411545
779141,1231495
915191,6808752
1739,46271
14472,1387211
634955,2225982
694259,1695030
2046995,3700974
46271,3003468
82192,1548496
14472,1145853
1075084,2046995
869990,3269965
869990,1956315
233976,1695030
620271,3700974
2046995,5988485
368741,4035394
133141,1451192
72342,582168
505852,4868645
368741,2525897
1134263,2225982
1316957,1516901
133141,2277728
14472,1076044
509529,582168
90131,1067313
33841,2225982
9892,1548496
7261,25430
742786,2828992
3700974,4724924
779141,808866
2661032,5043133
218869,1516901
1712598,5043133
33841,98936
368741,1385270
90131,185943
2046995,6071306
56762,1364486
1249940,3700974
133141,2046995
241585,630373
33841,2661032
52238,2169738
2046995,5933583
52238,368741
42843,133141
6171,582168
986847,2046995
76946,368741
14472,2608895
402967,1249940
266091,1134263
1516901,5714991
2046995,3506284
52238,2828992
7261,98936
36233,779141
2225982,5902332
1962045,2046995
5043133,7534116
7261,630373
133141,233976
52238,3203536
133141,3515929
493975,779141
288997,368741
133141,454747
52238,2247283
93746,3700974
98936,1516901
52238,869990
368741,1376285
2225982,6164668
90131,808866
5902332,6190771
68636,3700974
56762,544704
368741,7789569
2853892,3203536
570900,1229358
132665,6212380
176259,368741
56762,101455
90131,2054463
33841,435688
630373,2054463
1962045,4250706
3497995,8634891
133141,2803008
779141,1364486
14472,3744310
27266,2225982
52238,641255
56762,1836668
368741,6190771
2223873,3700974
52238,3506284
1134263,6202990
368741,1798463
440039,1514032
1419052,6184862
46271,1451192
56762,316231
1695030,7789569
133141,932135
14472,779141
82192,90131
56762,1226674
125009,1516901
3506284,3700974
505852,2225982
7210,3734289
544704,1832244
473,582168
56748,690214
690214,1548496
1376285,2046995
33841,2075011
56762,209803
1758425,3700974
779141,2646915
33841,1379054
68605,368741
505852,2353363
46271,3079937
2046995,4250706
56748,101455
7210,7534116
1548496,2608895
544704,1273177
46271,779141
869990,6902645
56748,582168
505852,5933583
402967,938549
156320,630373
56762,64356
186270,1516901
56748,1912944
46271,739796
56748,2315607
1516901,3749329
333886,582168
690214,1516901
133141,232755
90131,146648
368741,3182384
779141,1076044
52238,1616594
2818736,5043133
133141,2075011
86959,5902332
56748,273426
46271,2438710
505852,1937524
505852,7789569
505852,2596435
90131,884982
36233,46271
2353363,3700974
4759041,5043133
133141,1076044
868924,1134263
14472,887375
965006,1695030
218869,3700974
3700974,8634891
641255,3700974
7261,1231495
27266,505852
779141,1387211
133141,1385270
56762,156320
1402639,2225982
90131,1826001
133141,1894914
46271,5714991
33841,46271
1229358,2170843
33841,133141
1134263,3700974
1516901,2608895
82192,133141
52238,6902645
3700974,7991310
505852,7496333
505852,2453479
42843,505852
90131,209803
368741,2661032
133141,2247283
46271,631996
133141,136510
288997,1134263
755148,779141
52238,1075084
46271,2803008
125878,1514032
25430,779141
266091,5043133
544704,1826001
9892,1516901
46271,2646915
47664,133141
133141,2818736
56762,2277728
368741,2438710
1372282,8634891
27266,368741
402967,3700974
27266,1419052
241585,1516901
133141,357940
56748,2067052
3481577,3700974
2046995,2353363
505852,3497995
27266,6808752
359482,1695030
1385270,3700974
90131,1516901
1695030,8634891
1616594,1695030
368741,4769530
46271,4424345
56762,1514032
92843,630373
36470,46271
7261,1516901
133141,2270968
46271,209803
2641840,8634891
5043133,6213971
90131,631996
2411545,3734289
1419052,3734289
742786,3497995
3700974,6184862
869990,8634891
46271,2908342
56762,5934494
56748,916926
399435,1229358
7261,176259
587102,2046995
14472,1548496
690214,779141
7261,4435835
2225982,3700974
1229358,2803008
998313,3700974
42843,3700974
3700974,5902332
90131,1514032
2046995,2453479
503122,630373
4447,630373
438326,3515929
1118283,1695030
2046995,4868645
641255,2046995
90131,3785977
2247283,3700974
454747,2225982
2229334,5902332
9892,133141
23567,90131
868924,1419052
46271,3749329
1695030,1798463
56762,755148
915191,1947676
125009,630373
233976,2046995
1695030,6071306
46271,435688
90131,1548496
56748,711003
133141,4724924
1226674,1229358
90131,711003
385822,779141
56748,2908342
46271,2067052
20707,46271
14472,232755
56748,1067313
505852,694259
72606,779141
6902645,8634891
46271,72606
241585,1067313
694259,2225982
90131,133141
915191,2046995
1695030,6634170
454747,1134263
505852,1144573
90131,932135
459282,1516901
46271,56762
473,600122
368741,7039321
368741,938549
2223873,5902332
402967,4759041
2525897,3700974
7261,887375
27266,7534116
1134263,5724228
33054,56748
2225982,2661032
359482,686203
626875,1513467
90131,509529
9892,779141
7210,6808752
56762,884982
788587,869990
56762,2067052
505852,938549
212282,1516901
56762,385822
1372282,3497995
56748,333886
3497995,5143989
3219133,3700974
33841,6213971
1279493,1516901
368741,808866
2046995,4769530
133141,5642707
56748,2300789
133141,6119599
69856,133141
46271,503122
7261,3749329
505852,8835479
98936,779141
2225982,5043133
33841,2223873
505852,742786
2229334,2411545
7210,52238
33841,2438710
133141,630373
233976,402967
42843,368741
111461,505852
7261,30863
2225982,3734289
56762,1076044
334563,5043133
33841,1379848
587102,3497995
56762,3700974
56154,739796
779141,1548496
85051,133141
133141,278913
133141,868924
33841,266091
56748,509529
3497995,6634170
368741,2353363
587102,8634891
125009,133141
90131,3515929
7210,3577991
136510,368741
29755,1516901
1419052,6164668
33841,620271
56762,1754803
742786,5143989
5902332,6213971
1671300,5043133
9211,1134263
600122,1229358
56762,2463963
368741,869990
915191,5043133
368741,3577991
8634891,8835479
46271,600122
2411545,3577991
7261,3744310
56762,932135
54906,779141
1419052,5724228
46271,98936
1249940,2046995
90131,2803008
46271,334563
156568,544704
3497995,4250706
3700974,6902645
133141,5871937
887375,3744310
14472,146648
4447,14472
33841,868924
56748,1226674
54161,5043133
33841,3577991
56748,1754803
2438710,3700974
634955,1134263
1548496,2502438
962131,1695030
1134263,5902332
2225982,6190771
620271,2046995
912312,8634891
1419052,2661032
368741,7991310
14472,98936
56762,739796
399435,1548496
233976,505852
64356,1516901
52238,2853892
56748,440039
4447,1516901
266091,5902332
133141,2853693
359482,2046995
630373,1754803
56762,779141
56762,1826001
46271,1758425
357940,1516901
157494,1229358
133141,1379848
14472,3785977
7210,2661032
368741,2853892
1419052,1947676
2046995,3011117
1229358,1514032
2046995,3203536
3700974,5988485
14472,25430
869990,933601
46271,887375
630373,1062140
54906,630373
133141,5988485
133141,4556198
56762,82192
368741,6212380
7210,1695030
3700974,6212380
68605,630373
505852,516819
938549,3700974
133141,3785977
493975,630373
915191,6164668
46271,316231
2046995,3219133
368741,2596435
56762,87069
505852,1947676
544704,1320780
56748,630373
63134,505852
440039,1229358
368741,6119599
1516901,2270968
63134,368741
176259,5043133
90131,544704
36233,1229358
505852,1755055
402967,1947676
133141,459282
7261,1316957
52238,5960075
56762,146648
544704,1513467
90131,2608895
56762,1513467
33841,4724924
52238,3427141
5043133,5642707
29755,133141
7261,69856
133141,2646915
46271,438326
13217,90131
46271,156568
46271,2315607
56762,1067313
56748,1548496
883095,1695030
368741,1956315
56748,72342
63134,869990
986847,3497995
3700974,6202990
52790,1134263
544704,2054463
1516901,1548496
368741,788587
133141,1695030
56762,792285
33841,6184862
90131,2688004
23567,46271
209803,544704
56748,316231
133141,8639146
7210,132665
505852,2828992
779141,3744310
368741,5902332
2046995,8835479
72342,544704
56762,3785977
133141,2300789
779141,5934494
46271,1364486
505852,1419052
7210,5724228
1516901,3785977
505852,2169738
600122,1077837
5043133,6190771
600122,1119331
90131,2463963
56762,3828843
46271,125009
7261,405590
3700974,6190771
509529,544704
368741,887375
6634170,8634891
36470,133141
33841,1419052
29755,368741
133141,2502438
90131,2315607
133141,1152071
3497995,3506284
505852,4556198
868924,2046995
93746,1695030
56154,1513467
424320,600122
56748,1513467
54906,56762
5043133,6184862
915191,1695030
334563,368741
56762,631996
46271,212282
634955,5043133
133141,2525897
7261,56748
46271,1316957
90131,1229358
1695030,5043133
33841,5516634
460856,1695030
132665,2661032
9211,5043133
90131,1387211
208550,630373
2223873,5043133
2853892,8634891
7261,438326
3700974,4942353
42843,52238
1755055,8634891
56762,185943
779141,1894914
46271,1912944
938549,2046995
779141,1754803
56762,1516901
156320,1548496
7261,808866
1419052,2225982
7210,4759041
402967,5960075
14472,33841
56762,1894914
46271,1161310
36233,90131
25430,46271
56762,68605
90131,385822
1616594,3700974
46271,1405995
368741,5988485
459282,779141
46271,302697
64356,630373
133141,6212380
86959,133141
505852,1695030
25430,1516901
505852,4759041
56748,2054463
56748,1826001
869990,1695030
3203536,7991310
3182384,3700974
9211,3700974
232755,630373
2046995,8639146
90131,2300789
46271,1387211
368741,4868645
1118283,2046995
14472,755148
505852,3203536
1516901,4942353
56748,627271
2229334,5043133
125878,1229358
505852,1962045
93746,2046995
505852,788587
570900,630373
3497995,7039321
133141,3011117
316231,582168
33841,2411545
52238,6071306
56762,711003
288997,5043133
2046995,5043133
965006,2046995
1419052,1424016
402967,915191
42843,2046995
46271,1547483
521120,630373
742786,912312
47664,1516901
2046995,6551009
634955,2046995
690214,1229358
46271,1836668
1376285,1695030
6171,600122
33054,600122
368741,1516901
46271,2688004
56748,56762
133141,5902332
473,90131
1134263,3577991
56762,2315607
136510,3700974
14472,1316957
56748,209803
33841,1134263
14472,241585
2225982,5724228
7261,64356
630373,808866
56762,509529
5902332,6202990
5902332,5988485
869990,998313
3427141,3497995
133141,3744310
56762,521120
368741,1152071
146648,630373
2411545,5043133
368741,8343416
1671300,3700974
3011117,5902332
368741,620271
7210,454747
938549,1419052
46271,570900
7210,2229334
505852,7039321
5043133,6808752
46271,627271
505852,5143989
90131,1836668
90131,430086
368741,933601
14472,278913
7261,54906
76946,779141
52238,587102
125009,1229358
46271,125878
2046995,5960075
46271,626875
2046995,2411545
3011117,5043133
1937524,2046995
56762,1320780
1152071,5043133
90131,600122
1616594,2046995
368741,3219133
52238,8343416
33841,288997
368741,7534116
630373,2608895
56762,600122
1516901,2525897
9892,630373
7261,46271
1695030,1755055
33841,189281
133141,2661032
368741,1249940
2169738,3700974
2141080,5043133
368741,2853693
136510,2046995
90131,570900
537571,3700974
2046995,6634170
52238,3497995
938549,2225982
1695030,7496333
402967,6808752
694259,2046995
133141,521120
1405995,1516901
2404390,3497995
56748,600122
56748,539015
90131,241585
132665,2411545
7261,2277728
54161,133141
56762,368741
90131,1273177
133141,2169738
779141,2803008
14472,1067313
368741,1372282
133141,755148
46271,2277728
14472,368741
582168,2054463
626875,792285
56748,434165
1152071,3700974
52238,1714705
133141,5714991
1402639,2046995
132665,3734289
454747,3700974
1507577,3700974
402967,1134263
25430,368741
232755,779141
1507577,5871937
56762,333886
2046995,8634891
56748,385822
36233,630373
2225982,5642707
368741,2270968
883095,2046995
93746,3497995
33841,4942353
6171,544704
359482,3700974
742786,998313
368741,5960075
869990,3497995
1714705,3700974
46271,2818736
232755,1516901
5043133,5902332
2046995,3269965
52238,7789569
1516901,3003468
915191,4759041
72606,90131
1516901,1836668
7210,1385270
7261,1279493
1548496,1754803
3700974,5960075
33841,1516901
46271,690214
54161,2046995
133141,6808752
241585,779141
232755,1548496
56154,544704
630373,3003468
132665,620271
7210,1005107
2046995,3577991
7261,133141
3427141,3700974
6808752,7250838
915191,3700974
46271,2270968
14472,1231495
93746,8726568
1695030,2169738
7261,212282
56154,56748
133141,8343416
460856,2046995
7261,932135
1516901,2463963
86959,1134263
9211,133141
133141,1547483
1695030,3700974
938549,5043133
56748,899891
368741,5043133
986847,4868645
1548496,2170843
539015,630373
505852,6527694
630373,932135
302697,368741
27266,3700974
402967,2453479
23567,56762
396323,779141
6808752,7534116
7261,4942353
185943,1516901
883095,1507577
46271,1231495
7261,435688
133141,157494
438326,779141
133141,5724228
56762,916926
430086,630373
368741,3828843
56762,125009
630373,2463963
125009,1548496
46271,4942353
2225982,3577991
46271,4724924
779141,2608895
56762,626875
90131,232755
14472,3003468
56762,493975
505852,6808752
368741,3269965
232755,1229358
368741,5642707
5043133,5724228
7210,133141
1152071,1516901
90131,3744310
402967,454747
368741,694259
368741,537571
7261,779141
505852,962131
1229358,1836668
56748,884982
1451192,2046995
1229358,2300789
9892,90131
399435,630373
52238,2046995
14472,36470
36470,56762
368741,1962045
194198,1516901
509529,600122
1695030,3497995
368741,5714991
3700974,5714991
1134263,1402639
630373,2803008
302697,1516901
1695030,8835479
368741,915191
133141,3003468
334563,3700974
90131,1754803
869990,1372282
52238,686203
133141,218869
686203,3700974
2225982,6212380
6164668,6808752
912312,2046995
30863,133141
915191,1424016
33841,3079937
90131,779141
56762,2608895
368741,2641840
209803,600122
998313,8634891
33841,1671300
1937524,2596435
368741,4942353
46271,176259
1507577,2046995
2046995,7789569
14472,1516901
7210,1947676
755148,3515929
56748,739796
56748,1077837
133141,189281
582168,626875
46271,82192
2453479,3700974
14472,46271
1402639,5902332
64356,133141
2046995,4035394
133141,288997
133141,1424016
90131,424320
133141,241585
694259,4759041
1134263,3481577
56762,209811
156320,1229358
7261,2463963
1695030,2046995
1516901,2688004
7210,2225982
368741,516819
29755,3700974
505852,1424016
359482,962131
56762,1145853
2596435,5043133
46271,1826001
600122,2054463
33841,176259
52790,133141
2225982,7534116
582168,884982
56762,57421
7210,52790
56762,232755
582168,1832244
630373,1161310
368741,3749329
14472,57421
7261,68605
505852,5960075
7261,33841
69856,3700974
630373,1076044
52238,965006
1419052,3219133
2641840,3497995
1419052,2141080
133141,5934494
505852,4035394
33841,2141080
56762,1405995
7261,2270968
2046995,2828992
46271,1119331
1419052,6212380
56762,690214
46271,424320
1379054,5043133
133141,1005107
133141,3700974
368741,5724228
368741,1756703
111461,368741
92843,1516901
133141,194198
3734289,5043133
56748,1076044
1419052,2411545
2853892,3700974
779141,1145853
90131,1279493
368741,1364486
402967,4769530
1379054,3700974
7210,402967
505852,3182384
7210,5043133
742786,3700974
266091,2046995
7261,47664
1756703,5902332
132665,5043133
544704,711003
185943,630373
630373,1119331
90131,209811
630373,1548496
1134263,2596435
544704,899891
90131,1077837
630373,1014658
402967,2225982
1937524,2225982
887375,3828843
630373,2300789
133141,1067313
68605,133141
273426,600122
14472,1279493
7210,505852
2046995,6213971
7261,194198
7261,4724924
133141,887375
278913,3515929
368741,8634891
3700974,5724228
46271,368741
90131,2170843
7210,5902332
1067313,2463963
868924,5043133
7261,755148
1516901,5516634
33841,4424345
46271,3785977
368741,1695030
1695030,8639146
86959,368741
3427141,8726568
56762,503122
1261542,2046995
3700974,6164668
4447,7261
505852,1616594
582168,1826001
132665,2046995
14472,133141
132665,1419052
7261,2438710
1755055,3497995
7261,1067313
90131,2067052
2225982,5988485
3577991,5902332
136510,1695030
7261,56762
1419052,1695030
13743,56748
3700974,3734289
368741,883095
694259,5043133
1695030,5933583
368741,3506284
582168,631996
52238,233976
2046995,6527694
14472,56762
46271,1513467
742786,1695030
42843,1695030
56762,241585
2853693,3700974
90131,493975
3269965,3497995
505852,912312
212282,3700974
7261,5043133
14472,56748
1134263,6212380
14472,438326
938549,6164668
90131,125009
56762,68636
742786,1755055
46271,405590
440039,630373
7261,1894914
133141,634955
133141,1364486
46271,396323
1405995,3515929
55581,600122
9892,46271
544704,600122
505852,4250706
33841,2596435
2411545,6184862
3700974,6808752
887375,1894914
133141,3079937
887375,3515929
2225982,7250838
52790,368741
368741,3700974
56748,503122
473,544704
600122,1912944
1118283,3700974
505852,965006
965006,3700974
630373,2908342
14472,1364486
132665,1134263
1516901,2853693
33841,5724228
537571,2046995
368741,587102
46271,544704
56762,72342
641255,8639146
92843,779141
13217,56762
368741,3003468
133141,3828843
582168,630373
55581,544704
56762,808866
33841,56762
742786,7789569
46271,3515929
1712598,5902332
368741,6164668
7210,7250838
3700974,5143989
869990,4868645
33841,6119599
52238,505852
1798463,8726568
132665,2225982
600122,1514032
368741,2411545
505852,1507577
1062140,1514032
1516901,1671300
1379848,2046995
46271,5516634
52238,1261542
368741,4435835
5043133,6212380
56762,399435
368741,2277728
133141,1405995
2404390,3700974
69856,1516901
7210,3219133
1419052,3577991
46271,2537610
133141,516819
46271,68636
56762,98936
1376285,3700974
133141,4435835
4447,368741
56762,396323
2229334,3734289
133141,185943
3700974,7250838
46271,1320780
357940,368741
36233,1548496
56748,2688004
7261,334563
600122,627271
368741,2537610
2537610,5043133
2046995,2225982
600122,1226674
2046995,2661032
505852,1075084
33841,5902332
368741,8835479
36233,133141
133141,334563
46271,1516901
52238,460856
5043133,5988485
288997,3700974
13217,630373
1739,56762
218869,368741
2277728,3700974
368741,438326
7261,3785977
14472,2170843
30863,368741
544704,631996
56748,570900
56762,2170843
2046995,5642707
3734289,5902332
460856,505852
630373,1067313
887375,1516901
36470,1548496
1419052,5642707
473,56762
90131,887375
133141,1671300
505852,933601
36470,779141
2046995,5902332
86959,3700974
133141,2453479
742786,1714705
133141,1754803
14472,2646915
368741,402967
402967,5871937
133141,156320
56748,521120
90131,316231
25430,56762
98936,368741
505852,7250838
3700974,7496333
368741,1118283
1507577,4769530
98936,3700974
133141,7534116
46271,57421
46271,582168
54906,3515929
7261,146648
368741,3734289
1695030,5960075
965006,3497995
742786,4868645
56748,1836668
1134263,2141080
133141,2141080
176259,1516901
14472,3700974
47664,779141
87069,90131
7261,5934494
7210,1424016
56762,1316957
56762,194198
1424016,5043133
359482,505852
2046995,6202990
56762,1231495
3427141,8634891
29755,46271
368741,6213971
33841,3734289
2046995,6902645
3700974,3749329
52238,8639146
56762,85051
8726568,8835479
869990,3282780
402967,1695030
56762,438326
9211,2046995
157494,630373
402967,537571
368741,2404390
368741,1937524
368741,5933583
3497995,7991310
133141,1514032
46271,357940
368741,6808752
68605,1516901
1134263,3734289
368741,2075011
3079937,5043133
1134263,6213971
779141,2688004
33054,56154
189281,5043133
368741,1405995
998313,1695030
7261,14472
133141,186270
1516901,2908342
869990,7039321
9892,56748
3700974,6119599
72606,630373
368741,6551009
1695030,5871937
101455,779141
46271,5934494
3700974,5043133
133141,1402639
23567,582168
56748,1547483
56154,56762
1507577,1695030
233976,368741
1516901,4435835
133141,3481577
600122,630373
133141,6071306
133141,146648
742786,869990
56748,125009
630373,3515929
630373,2067052
2229334,3700974
641255,1695030
2411545,3700974
46271,539015
7210,33841
52238,962131
14472,2908342
90131,396323
544704,582168
157494,779141
1231495,3515929
2225982,2596435
493975,1516901
938549,6808752
2818736,3700974
869990,3506284
505852,641255
56154,899891
90131,333886
7210,27266
36233,56762
368741,1671300
133141,4769530
3700974,4769530
101455,133141
368741,3011117
3700974,8726568
7210,1507577
368741,435688
1279493,3515929
14472,1754803
3700974,5516634
90131,755148
505852,8639146
133141,690214
435688,5043133
30863,1516901
46271,2054463
2853892,3497995
56748,396323
87069,582168
402967,2169738
505852,2641840
33841,3219133
1229358,1754803
133141,493975
46271,430086
25430,3700974
7210,620271
14472,72606
133141,2438710
932135,1516901
505852,6551009
52790,5043133
368741,4759041
14472,690214
630373,1316957
33841,4435835
368741,742786
7210,6164668
962131,2046995
869990,3700974
46271,1062140
3577991,5043133
82192,779141
33841,302697
72606,133141
101455,1548496
1134263,1712598
600122,884982
46271,194198
1516901,2046995
68636,133141
33054,46271
1714705,8634891
1756703,5043133
52790,5902332
912312,3497995
915191,7534116
133141,6213971
125009,779141
505852,1118283
3700974,4035394
90131,440039
57421,368741
7210,2411545
3497995,6551009
47664,3700974
630373,1836668
505852,5043133
5902332,6184862
544704,884982
630373,2688004
90131,1062140
133141,938549
13217,56748
587102,3700974
368741,1714705
7210,5642707
7210,1419052
3269965,3700974
587102,1695030
755148,1516901
46271,884982
742786,3506284
46271,808866
56748,82192
368741,5516634
9892,1229358
273426,544704
56762,1229358
368741,6071306
6171,626875
33841,2853693
779141,2463963
1695030,8343416
90131,630373
302697,5043133
90131,1014658
52238,5933583
1067313,3003468
2641840,7991310
7210,1134263
7261,76946
1516901,1894914
1014658,1516901
56748,2646915
396323,630373
27266,5043133
385822,630373
630373,1387211
600122,899891
1134263,2229334
868924,5902332
13217,1229358
2046995,8343416
288997,2046995
3700974,6213971
212282,368741
14472,1836668
82192,1229358
2046995,6212380
90131,278913
779141,3003468
56762,1273177
368741,5934494
742786,3203536
1134263,1937524
