804537,4573569
1092980,1823447
13573,2072351
13622,1876791
1270192,6594365
13577,5943714
13622,3810188
13577,1301187
13564,8012937
13564,13622
1270192,3885985
13570,1408052
367147,1876791
13570,3810188
1548780,6594365
13573,4573569
13563,5943714
13563,13596
983650,7752827
13582,1743766
16502,873347
13565,13622
13582,2072351
13622,5006296
13570,8012937
1092980,2072351
13563,804537
1548780,4013964
13572,650842
13577,59915
13572,1301187
13622,4013964
13570,650842
13570,13595
13582,4588616
13596,3025893
13573,5073353
13596,2072351
13563,3885985
13563,2148820
4834,13596
367147,1419454
1548780,5943714
13565,1419454
13564,5073353
13570,6594365
13596,873347
1270192,4013964
13573,1408052
13564,13572
804537,1548780
13570,804537
13565,1301187
13577,3025893
983650,3025893
13570,7752827
13573,4588616
13564,3025893
13622,1270192
13596,1548780
1548780,4573569
13573,3261200
13582,1419454
1408052,5056813
1548780,5073353
13570,1092980
13570,3885985
13573,13582
13582,3810188
13565,1876791
13564,9161678
13564,7752827
13573,13595
13582,873347
13570,396069
13582,983650
1548780,8012937
13570,4013964
367147,1270192
1743766,5006296
13565,1999667
13564,6594365
13596,5073353
13565,2148820
13622,1859002
873347,1408052
13582,5006296
13596,1301187
13577,1876791
1548780,2148820
13577,1419454
16502,3025893
13570,5943714
873347,1270192
1270192,1999667
873347,5073353
13573,983650
983650,2399938
13563,650842
13577,6179635
873347,6378582
13577,2399938
1270192,7752827
1548780,1999667
13577,1823447
13563,1270192
367147,1092980
13596,8213996
367147,2072351
13564,5056813
13596,3885985
1743766,5943714
13563,8012937
1270192,5056813
13577,804537
13596,8012937
13563,59915
13572,13596
2148820,6378582
983650,3261200
1859002,1876791
13563,3810188
873347,1092980
13563,668467
13565,367147
4834,1823447
367147,1859002
59915,3885985
804537,3885985
13570,983650
13570,668467
13573,1823447
804537,1743766
1743766,4573569
13573,873347
13582,59915
396069,9161678
62434,9161678
1743766,5056813
2148820,5006296
873347,1743766
4834,367147
13577,8012937
2148820,6594365
13564,983650
1548780,2072351
13582,1859002
13596,5943714
13572,1092980
13582,13622
13563,1859002
13577,9161678
13577,4573569
873347,8213996
1270192,2148820
13573,5006296
13570,1876791
13564,13570
13596,4573569
13563,367147
13573,7752827
1270192,1859002
13570,5006296
13622,4573569
59915,804537
13564,6179635
13573,1301187
2148820,5056813
2148820,4588616
13564,8213996
4834,13577
13582,6179635
13573,4013964
1092980,2148820
13563,1548780
13577,5073353
13564,873347
13572,1270192
13572,1548780
1743766,3810188
3025893,7752827
13573,1743766
4834,13582
13582,367147
983650,1270192
804537,1270192
13582,1270192
13582,3025893
13573,59915
13596,4013964
1270192,1408052
1408052,3885985
13563,5056813
804537,5943714
13563,1999667
4834,1548780
13596,7752827
3885985,6378582
13565,804537
13582,5073353
13596,804537
1548780,1876791
13563,13565
3885985,5943714
1548780,3025893
13565,13596
13577,13595
13563,1092980
13582,3261200
13564,367147
13582,1548780
13565,13577
873347,4573569
13577,16502
13573,5056813
367147,1823447
13565,1548780
13582,3354426
4834,1301187
13572,13622
804537,1092980
3885985,5006296
804537,4588616
1270192,5006296
13570,13572
13570,1859002
13573,1419454
13622,2148820
13596,1419454
13577,2148820
13622,1743766
13573,1548780
804537,873347
13596,1876791
13565,2072351
2148820,4573569
13570,2148820
16502,1270192
13622,1999667
13596,5056813
13570,5056813
13570,1743766
13564,3354426
3025893,3885985
13582,8012937
13582,2399938
13563,1301187
13563,16502
1548780,4588616
59915,1270192
13572,13577
13563,7752827
13573,367147
804537,6378582
1270192,9161678
13577,13596
13573,6594365
13564,13565
1408052,3025893
13596,1092980
13565,13570
13564,13582
13573,2399938
873347,4013964
13582,6594365
13564,396069
13622,1301187
13564,59915
13596,3261200
2148820,5943714
13582,804537
13577,873347
13577,6378582
1092980,1876791
1270192,5943714
13582,7752827
13596,983650
13570,6378582
367147,2148820
13564,1548780
13577,2072351
3885985,6594365
13563,873347
13563,13622
13622,873347
13563,1823447
1408052,1548780
13577,1092980
13596,59915
13582,4013964
1270192,5073353
3025893,8213996
873347,5056813
873347,2148820
13577,3261200
13582,5056813
13573,1999667
13570,1823447
804537,4013964
13564,4573569
13577,4013964
873347,3025893
13570,2399938
13573,6378582
13577,5006296
1270192,3810188
13563,13564
13563,6378582
13565,13595
13564,13573
13573,8012937
3885985,4013964
3025893,5073353
1548780,7752827
2148820,3885985
3885985,5056813
13570,1419454
13570,4573569
1270192,4573569
13565,13582
13582,3885985
13564,1092980
1092980,1999667
13573,13622
873347,1548780
13570,13573
13577,1999667
873347,4588616
13564,2072351
4834,13564
1270192,8012937
13565,650842
13573,2148820
1743766,4013964
13564,5943714
13570,16502
1270192,1419454
13582,1301187
13564,650842
13563,2399938
13582,5943714
13572,367147
13577,650842
13577,13582
13563,13595
13596,367147
13572,13573
13564,13596
13564,16502
1743766,3025893
1548780,5006296
3885985,4588616
13572,13595
13573,16502
13582,6378582
873347,5006296
873347,983650
13570,13596
13596,3810188
1408052,2148820
59915,873347
1092980,1270192
13570,13622
13563,1419454
1548780,3261200
13565,1270192
13573,3885985
13563,5073353
13582,1823447
1270192,3354426
13596,396069
13577,5056813
1548780,3810188
983650,8012937
13564,1823447
804537,3025893
1270192,2399938
13573,804537
13573,1092980
13570,1301187
13570,62434
13564,13595
13563,13573
1743766,3885985
13596,5006296
983650,1548780
13563,4573569
13577,3885985
13596,1270192
1548780,1859002
13564,1876791
13596,1859002
13564,6378582
13577,6594365
13596,1408052
13564,1999667
13563,2072351
13570,3025893
13563,6594365
13622,2072351
1548780,1743766
13563,1743766
13582,16502
13582,13596
4834,13565
1270192,4588616
1548780,3885985
13564,1270192
13577,983650
13570,4588616
13573,8213996
13563,4013964
13596,6378582
6179635,9161678
13564,2399938
13582,650842
13570,873347
13622,4588616
13596,3354426
2148820,3810188
4834,13570
13565,13572
1092980,1859002
1270192,3025893
1548780,9161678
13563,5006296
13596,13622
59915,1548780
13582,1999667
13564,1408052
13573,1859002
1743766,4588616
1548780,3354426
13582,1092980
13573,3810188
13577,3810188
1419454,1548780
13563,8213996
13577,1743766
13596,1743766
1270192,1876791
13596,2148820
804537,3810188
13564,1859002
13570,6179635
13564,4588616
367147,1548780
13577,1859002
1270192,3261200
1270192,2072351
1743766,6378582
13622,1548780
13577,13622
13596,16502
13565,13573
1548780,8213996
13582,2148820
13570,1548780
2072351,2148820
13563,13572
13563,13577
983650,5073353
13570,8213996
13563,1876791
13577,7752827
13573,3025893
13573,1270192
1743766,2148820
13577,4588616
13572,1859002
13573,650842
804537,2148820
13582,1408052
4834,1092980
13563,983650
13570,13582
4834,13572
1270192,1548780
13622,1092980
1270192,8213996
873347,3810188
13570,5073353
13577,1408052
1270192,6378582
13596,6594365
1859002,1999667
2148820,4013964
13570,59915
1092980,1419454
13564,1301187
13577,1270192
13573,3354426
367147,1999667
1092980,1548780
13563,3025893
13622,3885985
13573,1876791
13564,804537
1548780,6378582
13564,5006296
13573,13577
13570,1999667
13563,13582
1548780,2399938
13577,8213996
13565,873347
13564,13577
3025893,5056813
13622,804537
13582,8213996
4834,13622
13564,3885985
13596,9161678
13563,4588616
13577,396069
1548780,1823447
13570,9161678
13582,1876791
983650,3354426
13577,3354426
13570,1270192
873347,5943714
13563,1408052
13564,1419454
13570,13577
13564,3261200
59915,1743766
13582,13595
13582,4573569
13565,1823447
59915,2148820
13570,3354426
13565,1859002
3025893,6594365
13570,3261200
13570,2072351
804537,5006296
873347,3885985
13570,367147
13572,13582
2399938,3025893
13577,367147
873347,6594365
13622,367147
13573,13596
13596,4588616
13573,5943714
13563,13570
13577,1548780
3025893,8012937
13564,4013964
13622,1823447
1092980,1301187
1270192,1743766
1548780,5056813
16502,1548780
13596,1823447
13564,1743766
13596,2399938
13572,1823447
13564,2148820
13596,6179635
1743766,6594365
13582,9161678
2148820,3025893
4834,13573
13564,3810188
4834,13563
13565,1092980
13596,1999667
13622,1419454
